order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
3758,PRODUTOS ALIMENTARES,8,17,8,17,(X),(X),82,1 107,1 049,1 337,230,PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3759,BEBIDAS,2,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,19,20,ocr_exact,mistral_table,mistral_table,no
3760,SÃO JOSE DO DIVINO,3,8,4,8,11,11,16,27,(X),106,79,SÃO JOSE DO DIVINO,19,20,ocr_exact,mistral_table,mistral_table,no
3761,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3762,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3763,SÃO JOSE DO GOIABAL,17,19,3,25,22,22,54,139,134,340,201,SÃO JOSE DO GOIABAL,19,20,ocr_exact,mistral_table,mistral_table,no
3764,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,-,-,7,7,7,9,9,6,54,45,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,19,20,ocr_exact,mistral_table,mistral_table,no
3765,MADEIRA,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3766,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,19,20,ocr_exact,mistral_table,mistral_table,no
3767,PRODUTOS ALIMENTARES,10,15,1,12,6,6,26,87,86,171,84,PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3768,SÃO JOSE DO JACURI,3,3,1,4,12,12,6,68,63,104,36,SÃO JOSE DO JACURI,19,20,ocr_exact,mistral_table,mistral_table,no
3769,PRODUTOS ALIMENTARES,3,3,1,4,12,12,6,68,63,104,36,PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3770,SÃO JOSE DO MANTIMENTO,5,8,(X),14,20,20,16,72,61,275,203,SÃO JOSE DO MANTIMENTO,19,20,ocr_exact,mistral_table,mistral_table,no
3771,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,-,-,(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,19,20,ocr_exact,mistral_table,mistral_table,no
3772,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3773,PRODUTOS ALIMENTARES,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,19,20,ocr_exact,mistral_table,mistral_table,no
3774,SÃO LOURENÇO,47,570,430,540,6 742,3 492,11 009,22 203,20 422,48 086,25 883,SÃO LOURENÇO,19,20,ocr_exact,mistral_table,mistral_table,no
3775,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,9,160,136,151,1 889,1 309,1 556,2 822,1 760,7 160,4 338,TRANSFORMAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,19,20,ocr_exact,mistral_table,mistral_table,no
3776,METALURGICA,4,16,9,16,121,75,122,374,366,664,290,METALURGICA,19,20,ocr_exact,mistral_table,mistral_table,no
3777,MADEIRA,4,22,18,20,230,148,242,315,297,1 033,718,MADEIRA,19,20,ocr_exact,mistral_table,mistral_table,no
3778,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIÁRIO,19,20,ocr_exact,mistral_table,mistral_table,no
3779,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELÃO,19,20,ocr_exact,mistral_table,mistral_table,no
3780,"COUROS E PELES, ARTEFATOS PARA VIAGEM",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"COURDS E PELES, ARTEFATOS PARA VIAGEM",19,20,industry_lexicon,mistral_table,tesseract_review_verified_all_suppressed,no
3781,"PERFUMARIA, SABOES E VELAS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",21,22,ocr_exact,mistral_table,mistral_table,no
3782,TEXTIL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXFIL,21,22,industry_lexicon,mistral_table,mistral_table,no
3783,PRODUTOS ALIMENTARES,17,206,150,203,2 106,1 085,6 051,15 719,15 343,30 709,14 990,PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3784,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,21,22,ocr_exact,mistral_table,mistral_table,no
3785,EDITORIAL E GRAFICA,5,23,19,21,184,156,151,432,376,1 188,756,EDITORIAL E GRÁFICA,21,22,ocr_exact,mistral_table,mistral_table,no
3786,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAS,21,22,ocr_exact,mistral_table,mistral_table,no
3787,SAO MIGUEL DO ANTA,4,13,9,11,39,39,30,194,136,355,161,SRO MIGUEL DE ANTA,21,22,scan_verified_override,mistral_table,mistral_table,no
3788,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,22,ocr_exact,mistral_table,mistral_table,no
3789,PRODUTOS ALIMENTARES,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3790,SÃO PEDRO DA UNIÃO,16,30,5,26,48,30,53,189,138,463,274,SRO PEDRO DA UNIÃO,21,22,municipality_1985_lexicon,mistral_table,mistral_table,no
3791,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,(X),1,(X),3,3,(X),(X),-,(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,22,ocr_exact,mistral_table,mistral_table,no
3792,MADEIRA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,21,22,ocr_exact,mistral_table,mistral_table,no
3793,PRODUTOS ALIMENTARES,10,18,4,16,45,27,41,179,138,389,210,PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3794,SÃO PEDRO DOS FERROS,14,96,80,87,707,629,532,30 130,29 884,37 672,7 542,SRO PEDRO DOS FERROS,21,22,municipality_1985_lexicon,mistral_table,mistral_table,no
3795,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,22,ocr_exact,mistral_table,mistral_table,no
3796,METALURGICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,21,22,ocr_exact,mistral_table,mistral_table,no
3797,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),MADEIRA,21,22,ocr_exact,mistral_table,mistral_table,no
3798,MOBILIARIO,3,12,9,10,56,44,44,185,179,353,168,MOBILIA ICO,21,22,industry_lexicon,mistral_table,mistral_table,no
3799,PRODUTOS ALIMENTARES,7,41,34,38,197,191,207,27 484,27 385,33 998,6 514,PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3800,SÃO PEDRO DO SUAÇUI,2,(X),-,(X),(X),-,(X),(X),(X),(X),(X),SRO PEDRO DO SUACUI,21,22,municipality_1985_lexicon,mistral_table,mistral_table,no
3801,PRODUTOS ALIMENTARES,2,(X),-,(X),(X),-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3802,SAO ROMAO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SRO ROMÃO,21,22,scan_verified_override,mistral_table,mistral_table,no
3803,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,22,ocr_exact,mistral_table,mistral_table,no
3804,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3805,SAO ROQUE DE MINAS,11,24,8,24,100,61,466,263,236,966,703,SRC ROQUE DE MINAS,21,22,scan_verified_override,mistral_table,mistral_table,no
3806,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,22,ocr_exact,mistral_table,mistral_table,no
3807,MADEIRA,2,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,21,22,ocr_exact,mistral_table,mistral_table,no
3808,MOBILIARIO,3,7,-,7,-,-,1,24,22,97,73,MOBILIARIO,21,22,ocr_exact,mistral_table,mistral_table,no
3809,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),-,(X),-,-,(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",21,22,ocr_exact,mistral_table,mistral_table,no
3810,PRODUTOS ALIMENTARES,4,10,(X),10,(X),(X),451,111,(X),671,560,PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3811,SÃO SEBASTIÃO DA BELA VISTA,3,4,-,4,-,-,4,83,77,143,60,SRO SEBASTIÃO DA BELA VISTA,21,22,municipality_1985_lexicon,mistral_table,mistral_table,no
3812,PRODUTOS ALIMENTARES,3,4,-,4,-,-,4,83,77,143,60,PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3813,SAO SEBASTIAO DO MARANHAO,-,-,-,-,-,-,-,-,-,-,-,SRO SEBASTIÃO DE MARANHÃO,21,22,scan_verified_override,mistral_table,mistral_table,no
3814,SAO SEBASTIAO DO OESTE,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SRO SEBASTIÃO DE DESTE,21,22,scan_verified_override,mistral_table,mistral_table,no
3815,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,21,22,ocr_exact,mistral_table,mistral_table,no
3816,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,21,22,ocr_exact,mistral_table,mistral_table,no
3817,SÃO SEBASTIÃO DO PARAÍSO,86,625,435,550,4 881,2 922,8 689,61 440,60 321,87 149,25 709,SRO SEBASTIÃO DO PARAÍSO,21,22,municipality_1985_lexicon,mistral_table,mistral_table,no
3818,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),-,-,(X),(X),EXTRACAO DE MINERAIS,21,22,ocr_exact,mistral_table,mistral_table,no
3819,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,10,78,57,73,522,353,1 920,900,683,4 040,3 140,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,22,ocr_exact,mistral_table,mistral_table,no
3820,METALURGICA,8,35,26,25,181,157,161,1 187,1 167,1 901,714,METALURGICA,21,22,ocr_exact,mistral_table,mistral_table,no
3821,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,21,22,ocr_exact,mistral_table,mistral_table,no
3822,MATERIAL DE TRANSPORTE,3,69,54,59,629,349,1 204,1 865,1 826,4 458,2 593,MATERIAL DE TRANSPORTE,21,22,ocr_exact,mistral_table,mistral_table,no
3823,MADEIRA,4,20,15,18,124,87,109,318,297,645,327,MADEIRA,21,22,ocr_exact,mistral_table,mistral_table,no
3824,MOBILIARIO,9,40,25,37,294,145,247,721,696,1 339,618,MOBILIARIO,21,22,ocr_exact,mistral_table,mistral_table,no
3825,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,23,24,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3826,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,121,98,115,1 153,627,1 918,6 766,6 371,11 100,4 334,"COUROS E POLES, ARTEFATOS PARA VIAGEM",23,24,industry_lexicon,mistral_table,mistral_table,no
3827,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",9,47,34,33,228,156,295,1 031,1 018,1 754,723,"VESTUARIO, CALCACOS E ARTEFATOS DE TECIDOS",23,24,industry_lexicon,mistral_table,mistral_table,no
3828,PRODUTOS ALIMENTARES,29,159,91,143,1 389,862,2 211,47 794,47 452,39 817,12 023,PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3829,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,23,24,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3830,EDITORIAL E GRAFICA,7,24,12,20,154,62,129,236,225,651,415,EDITORIAL E GRÁFICA,23,24,ocr_exact,mistral_table,mistral_table,no
3831,SAO SEBASTIAO DO RIO PRETO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),SRO SEBASTIRO DO RIO PRETO,23,24,scan_verified_override,mistral_table,mistral_table,no
3832,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,24,industry_lexicon,mistral_table,mistral_table,no
3833,SAO SEBASTIAO DO RIO VERDE,3,19,11,18,99,53,169,2 106,2 069,2 927,821,SRO SEBASTIRO DE RIC VERDE,23,24,scan_verified_override,mistral_table,mistral_table,no
3834,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,23,24,ocr_exact,mistral_table,mistral_table,no
3835,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3836,SAO TIAGO,23,148,91,157,956,838,1 060,1 952,1 630,8 171,6 219,SRO TIAGO,23,24,scan_verified_override,mistral_table,mistral_table,no
3837,EXTRACAO DE MINERAIS,4,92,85,102,922,804,976,283,2,5 747,5 464,EXTRACRO DE MINERAIS,23,24,industry_lexicon,mistral_table,mistral_table,no
3838,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,11,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,24,industry_lexicon,mistral_table,mistral_table,no
3839,MOBILIARIO,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,23,24,ocr_exact,mistral_table,mistral_table,no
3840,PRODUTOS ALIMENTARES,6,15,6,14,34,34,53,1 560,1 544,2 173,615,PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3841,SÃO TOMAS DE AQUINO,13,36,17,33,322,115,666,8 091,7 954,10 461,2 370,SRO TOMAS DE AQUINO,23,24,municipality_1985_lexicon,mistral_table,mistral_table,no
3842,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,24,industry_lexicon,mistral_table,mistral_table,no
3843,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,23,24,ocr_exact,mistral_table,mistral_table,no
3844,PRODUTOS ALIMENTARES,9,31,(X),29,(X),(X),656,7 968,7 908,9 532,1 564,PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3845,SÃO TOME DAS LETRAS,5,58,48,53,399,306,314,2 630,2 623,4 513,1 883,SRO TOME DAS LETRAS,23,24,municipality_1985_lexicon,mistral_table,mistral_table,no
3846,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,24,industry_lexicon,mistral_table,mistral_table,no
3847,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3848,SÃO VICENTE DE MINAS,13,48,33,58,398,263,644,14 405,14 316,18 328,3 923,SRO VICENTE DE MINAS,23,24,municipality_1985_lexicon,mistral_table,mistral_table,no
3849,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACRO DE MINERAIS,23,24,industry_lexicon,mistral_table,mistral_table,no
3850,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,5,(X),-,(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,24,industry_lexicon,mistral_table,mistral_table,no
3851,PRODUTOS ALIMENTARES,6,41,(X),39,386,251,598,14 327,14 253,18 093,3 766,PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3852,BEBIDAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBIDAS,23,24,ocr_exact,mistral_table,mistral_table,no
3853,SAPUCAI-MIRIM,7,14,2,16,7,7,33,200,185,338,138,SAPUCAI-MIKIM,23,24,scan_verified_override,mistral_table,mistral_table,no
3854,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACRO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,24,industry_lexicon,mistral_table,mistral_table,no
3855,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,23,24,ocr_exact,mistral_table,mistral_table,no
3856,PRODUTOS ALIMENTARES,3,6,-,6,-,-,14,158,148,234,76,PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3857,SARDOA,-,-,-,-,-,-,-,-,-,-,-,SARDDA,23,24,scan_verified_override,mistral_table,mistral_table,no
3858,SENADOR CORTES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SENADOR CORTES,23,24,ocr_exact,mistral_table,mistral_table,no
3859,MADEIRA,1,(X),-,(X),-,-,(X),(X),-,(X),(X),MADEIRA,23,24,ocr_exact,mistral_table,mistral_table,no
3860,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,23,24,ocr_exact,mistral_table,mistral_table,no
3861,SENADOR FIRMINO,8,23,14,16,151,59,171,1 192,1 168,1 606,414,SENADOR FIRMINO,23,24,ocr_exact,mistral_table,mistral_table,no
3862,MADEIRA,1,(X),-,(X),-,-,-,(X),(X),(X),(X),MADEIRA,23,24,ocr_exact,mistral_table,mistral_table,no
3863,MOBILIARIO,1,(X),(X),(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,23,24,ocr_exact,mistral_table,mistral_table,no
3864,PRODUTOS ALIMENTARES,5,18,(X),13,(X),(X),(X),1 180,1 158,1 579,399,PRODUTOS ALIMENTARES,23,24,ocr_exact,mistral_table,mistral_table,no
3865,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,23,24,ocr_exact,mistral_table,mistral_table,no
3866,SENADOR JOSE BENTO,9,16,4,16,25,25,45,117,107,283,166,SENADOR JOSE BENTO,25,26,ocr_exact,mistral_table,mistral_table,no
3867,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,25,26,ocr_exact,mistral_table,mistral_table,no
3868,PRODUTOS ALIMENTARES,6,6,-,6,-,-,5,86,83,144,58,PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3869,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBICAS,25,26,industry_lexicon,mistral_table,mistral_table,no
3870,SENADOR MODESTINO GONÇALVES,-,-,-,-,-,-,-,-,-,-,-,SENADOR MODESTINO GONCALVES,25,26,ocr_exact,mistral_table,mistral_table,no
3871,SENHORA DE OLIVEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SENHORA DE OLIVEIRA,25,26,ocr_exact,mistral_table,mistral_table,no
3872,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3873,SENHORA DO PORTO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),SENHORA DE PORTE,25,26,scan_verified_override,mistral_table,mistral_table,no
3874,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBICAS,25,26,industry_lexicon,mistral_table,mistral_table,no
3875,SENHORA DOS REMEDIOS,8,22,12,17,78,78,50,1 034,1 001,1 215,181,SENHORA DOS REMEDICS,25,26,municipality_1985_lexicon,mistral_table,mistral_table,no
3876,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,25,26,ocr_exact,mistral_table,mistral_table,no
3877,MADEIRA,3,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,25,26,ocr_exact,mistral_table,mistral_table,no
3878,PRODUTOS ALIMENTARES,3,13,12,11,78,78,36,1 020,995,1 146,126,PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3879,BEBIDAS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),BEBICAS,25,26,industry_lexicon,mistral_table,mistral_table,no
3880,SERICITA,4,10,-,10,3,-,6,44,35,84,40,SERICITA,25,26,ocr_exact,mistral_table,mistral_table,no
3881,PRODUTOS ALIMENTARES,4,10,-,10,3,-,6,44,39,84,40,PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3882,SERITINGA,5,35,29,34,292,253,152,4 080,4 057,7 304,3 224,SERITINGA,25,26,ocr_exact,mistral_table,mistral_table,no
3883,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,25,26,ocr_exact,mistral_table,mistral_table,no
3884,PRODUTOS ALIMENTARES,3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3885,SERRA AZUL DE MINAS,-,-,-,-,-,-,-,-,-,-,-,SERRA AZUL DE MINAS,25,26,ocr_exact,mistral_table,mistral_table,no
3886,SERRA DA SAUDADE,1,(X),-,(X),-,-,(X),(X),-,(X),(X),SERRA DA SAUDADE,25,26,scan_verified_override,mistral_table,mistral_table,no
3887,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3888,SERRA DOS AIMORES,3,28,21,36,333,197,250,1 826,1 752,2 597,771,SERRA DOS AIMDRES,25,26,municipality_1985_lexicon,mistral_table,mistral_table,no
3889,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,25,26,ocr_exact,mistral_table,mistral_table,no
3890,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3891,SERRA DO SALITRE,7,17,3,16,10,10,44,195,154,327,132,SERRA DO SALITRE,25,26,ocr_exact,mistral_table,mistral_table,no
3892,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,10,3,10,10,10,24,87,65,131,44,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,25,26,ocr_exact,mistral_table,mistral_table,no
3893,MADEIRA,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,25,26,ocr_exact,mistral_table,mistral_table,no
3894,PRODUTOS ALIMENTARES,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3895,SERRANIA,15,193,173,164,965,953,386,4 954,4 431,9 835,4 881,SERRANIA,25,26,ocr_exact,mistral_table,mistral_table,no
3896,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,4,20,17,20,94,94,113,115,59,532,417,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,25,26,ocr_exact,mistral_table,mistral_table,no
3897,MADEIRA,2,(X),-,(X),-,-,(X),(X),(X),(X),(X),MADEIRA,25,26,ocr_exact,mistral_table,mistral_table,no
3898,MOBILIARIO,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),MOBILIARIO,25,26,ocr_exact,mistral_table,mistral_table,no
3899,TEXTIL,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,25,26,ocr_exact,mistral_table,mistral_table,no
3900,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCACOS E ARTEFATOS DE TECIDOS",25,26,industry_lexicon,mistral_table,mistral_table,no
3901,PRODUTOS ALIMENTARES,5,14,3,14,28,16,71,357,344,620,263,PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3902,SERRANOS,3,11,11,9,92,92,41,2 525,2 513,2 774,249,SERRANOS,25,26,ocr_exact,mistral_table,mistral_table,no
3903,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),-,-,(X),(X),EXTRACAO DE MINERAIS,25,26,ocr_exact,mistral_table,mistral_table,no
3904,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,25,26,ocr_exact,mistral_table,mistral_table,no
3905,SERRO,8,50,32,47,405,255,987,4 164,3 995,5 338,1 174,SERRO,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3906,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),-,(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3907,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
3908,PRODUTOS ALIMENTARES,4,41,(X),38,362,(X),954,4 104,3 950,5 124,1 020,PRODUTOS ALIMENTARES,27,28,ocr_exact,mistral_table,mistral_table_sequence_aligned,no
