order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_service_activity_1980,salaries_withdrawals_1980_mil_cruzeiros,total_revenue_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_service_activity_1985,salaries_withdrawals_1985_mil_cruzeiros,total_revenue_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
186,COMPRA E VENDA DE BENS IMÓVEIS,92,662,406,110 955,1 253 284,1 638,1 710,9 687,6 457,123 328 757,357 586 935,60,61,mistral_table,mistral_table,no
187,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",14,62,25,5 578,18 490,,,,,,,60,61,mistral_table,missing,yes
188,CUIABÁ,945,5 514,3 653,670 386,2 771 064,,,,,,,60,61,mistral_table,missing,yes
189,ALGUAMENTO E ALIMENTAÇÃO,369,1 572,797,107 176,549 342,680,692,2 579,1 467,19 163 394,77 561 460,60,61,mistral_table,mistral_table,no
190,ALGUAMENTO,56,513,347,36 069,127 506,55,61,635,446,5 166 113,16 084 908,60,61,mistral_table,mistral_table,no
191,ALIMENTAÇÃO,311,1 055,450,71 107,421 836,625,631,1 944,1 015,13 997 281,61 476 552,60,61,mistral_table,mistral_table,no
192,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",242,920,571,91 603,299 237,436,441,1 716,1 096,19 805 621,50 222 834,60,61,mistral_table,mistral_table,no
193,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",242,920,571,91 603,299 237,435,441,1 716,1 066,19 805 621,50 222 834,60,61,mistral_table,mistral_table,no
194,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",80,240,123,22 418,75 578,138,142,456,266,4 467 634,9 624 340,60,61,mistral_table,mistral_table,no
195,PESSOAIS,25,84,39,7 794,37 205,40,41,155,95,1 208 822,3 139 394,60,61,mistral_table,mistral_table,no
196,HIGIENE E DE ESTÉTICA PESSOAL,55,156,84,14 624,38 373,98,101,297,171,3 258 612,6 464 546,60,61,mistral_table,mistral_table,no
197,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",14,205,162,27 947,171 007,18,19,430,361,7 074 297,27 413 540,60,61,mistral_table,mistral_table,no
198,RADIODIFUSÃO E TELEVISÃO,7,153,117,22 819,141 666,7,7,381,332,6 903 733,25 330 765,60,61,mistral_table,mistral_table,no
199,DIVERSÕES,7,52,45,5 128,25 341,11,12,49,29,570 564,2 082 775,60,61,mistral_table,mistral_table,no
200,AUXILIARES DIVERSOS,189,2 219,1 787,371 331,1 320 829,323,372,4 283,3 175,70 537 980,177 818 425,60,61,mistral_table,mistral_table,no
201,AUX. DA AGROPECUÁRIA E REFLORESTAMENTO,13,289,261,127 815,412 776,4,7,820,564,33 351 822,48 530 805,60,61,mistral_table,mistral_table,no
202,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",18,103,76,21 381,231 977,32,48,414,342,5 897 155,42 177 152,60,61,mistral_table,mistral_table,no
203,"AUX. FINANCI, SEGUROS E CAPITALIZAÇÃO",4,13,6,1 576,16 866,3,8,36,21,361 509,2 626 256,60,61,mistral_table,mistral_table,no
204,AUXILIARES DOS TRANSPORTES,3,218,21,38 755,142 059,37,44,572,266,10 559 332,19 558 279,60,61,mistral_table,mistral_table,no
205,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",14,144,99,24 405,156 266,23,27,219,139,2 993 612,16 555 793,60,61,mistral_table,mistral_table,no
206,"AUX. DE LIMPEZA, HIGIENIZAÇÃO, ETC",15,15,12,914,2 263,12,12,119,99,785 806,2 867 065,60,61,mistral_table,mistral_table,no
207,AUX. PRESTAÇÃO A EMPRESAS E PESSOAS,103,1 360,1 143,142 205,303 283,193,205,1 979,1 661,15 508 008,39 380 810,60,61,mistral_table,mistral_table,no
208,AUXILIARES DA SAÚDE,12,77,51,15 276,55 339,15,21,124,81,1 679 736,4 122 269,60,61,mistral_table,mistral_table,no
209,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",51,358,213,49 911,355 071,43,44,223,122,2 179 831,14 946 336,60,61,mistral_table,mistral_table,no
210,COMPRA E VENDA DE BENS IMÓVEIS,44,324,195,46 389,347 047,17,18,91,51,1 031 759,6 449 584,60,61,mistral_table,mistral_table,no
211,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",7,34,18,3 522,8 024,26,26,132,71,1 148 072,6 496 752,60,61,mistral_table,mistral_table,no
212,RONDONÓPOLIS,349,1 582,953,124 224,453 534,314,326,1 349,891,8 788 269,33 585 744,60,61,mistral_table,mistral_table,no
213,ALIMENTAÇÃO,88,(F),(F),(F),(F),57,57,213,127,760 819,4 338 261,60,61,mistral_table,mistral_table,no
214,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",124,523,341,46 540,121 518,122,122,396,245,2 551 937,9 226 625,60,61,mistral_table,mistral_table,no
215,AUXILIARES DOS TRANSPORTES,2,(E),(E),(E),(E),2,4,76,74,1 027 545,4 915 188,60,61,mistral_table,mistral_table,no
216,DEMAIS GÉNEROS,135,699,429,55 211,203 296,133,143,664,444,4 447 968,15 105 669,60,61,mistral_table,mistral_table,no
217,VARZEA GRANDE,201,995,621,112 492,601 914,294,303,1 245,767,13 030 588,43 083 564,60,61,mistral_table,mistral_table,no
218,ALIMENTAÇÃO,74,271,127,22 300,200 551,118,121,377,193,2 546 235,11 323 006,60,61,mistral_table,mistral_table,no
219,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",72,295,166,33 798,137 860,95,96,312,171,3 993 869,11 328 532,60,61,mistral_table,mistral_table,no
220,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",3,13,6,2 151,50 500,6,6,72,54,2 259 409,7 075 641,60,61,mistral_table,mistral_table,no
221,DEMAIS GÉNEROS,52,416,322,54 243,213 003,75,80,484,349,4 231 074,13 356 385,60,61,mistral_table,mistral_table,no
222,ACORIZAL,11,28,7,1 008,4 412,21,21,54,18,350 666,1 480 865,60,61,mistral_table,mistral_table,no
223,AQUA BOA,14,48,13,2 316,16 848,32,33,97,37,922 130,4 241 135,60,61,mistral_table,mistral_table,no
224,ALTA FLORESTA,97,402,232,48 245,534 253,104,109,360,180,2 596 048,8 744 890,60,61,mistral_table,mistral_table,no
225,ALTO ARAQUAIA,57,218,104,11 677,43 328,147,148,381,183,1 884 093,9 078 425,60,61,mistral_table,mistral_table,no
226,ALTO GARÇAS,36,106,29,3 209,21 822,34,34,80,33,299 766,2 077 221,60,61,mistral_table,mistral_table,no
227,ALTO PARAGUAI,9,12,-,550,2 638,10,10,44,21,578 438,1 213 172,60,61,mistral_table,mistral_table,no
228,ARAQUAINHA,-,-,-,-,-,2,2,(A),(A),(X),(A),60,61,mistral_table,mistral_table,no
229,ARAPUTANGA,32,114,47,5 818,24 044,15,16,46,21,481 403,1 506 715,60,61,mistral_table,mistral_table,no
230,ARENAPOLIS,35,75,12,6 062,30 629,17,18,45,12,146 279,1 587 987,60,61,mistral_table,mistral_table,no
231,ARIPUANÁ,77,246,122,19 660,101 917,33,33,89,36,255 990,1 697 106,60,61,mistral_table,mistral_table,no
232,BARÃO DE MELGAÇO,6,27,10,1 323,9 011,5,5,18,10,86 119,353 726,60,61,mistral_table,mistral_table,no
233,BARRA DO BUGRES,67,184,52,12 810,47 576,38,40,120,66,897 236,3 878 445,60,61,mistral_table,mistral_table,no
234,BARRA DO GARÇAS,231,793,415,68 377,289 014,199,207,862,548,6 692 284,20 866 847,60,61,mistral_table,mistral_table,no
235,CACERES,180,773,430,58 344,288 273,156,160,578,347,4 115 054,12 686 537,60,61,mistral_table,mistral_table,no
236,CANARANA,33,108,35,8 575,33 528,60,60,164,66,2 519 132,7 698 806,60,61,mistral_table,mistral_table,no
237,CHAPADA DOS GUIMARÃES,15,58,28,4 692,36 768,28,29,69,41,385 377,1 707 373,60,61,mistral_table,mistral_table,no
238,COLIDER,87,244,111,33 155,194 537,132,136,454,201,3 860 624,14 318 790,60,61,mistral_table,mistral_table,no
239,DENISE,-,-,-,-,-,17,17,33,6,250 350,1 166 393,60,61,mistral_table,mistral_table,no
240,DIAMANTINO,72,318,146,31 832,138 641,100,112,409,240,3 714 991,17 459 300,60,61,mistral_table,mistral_table,no
241,DOM AQUINO,29,93,35,6 044,24 513,7,8,29,18,175 959,545 157,60,61,mistral_table,mistral_table,no
242,GENERAL CARNEIRO,4,12,3,345,1 656,2,2,(C),(B),(X),(B),62,63,mistral_table,mistral_table,no
243,GUIRATINGA,52,151,76,8 881,29 465,39,41,107,50,853 553,3 254 934,62,63,mistral_table,mistral_table,no
244,ITIQUIRA,23,70,23,2 295,10 443,23,24,64,32,246 987,935 370,62,63,mistral_table,mistral_table,no
245,JACIARA,52,167,88,18 236,76 160,118,119,331,178,2 278 856,10 633 475,62,63,mistral_table,mistral_table,no
246,JAURU,21,75,37,2 295,9 259,16,17,36,14,218 363,1 045 827,62,63,mistral_table,mistral_table,no
247,JUARA,-,-,-,-,-,90,92,220,115,808 616,5 214 565,62,63,mistral_table,mistral_table,no
248,JUINA,-,-,-,-,-,80,83,321,193,2 360 675,11 222 326,62,63,mistral_table,mistral_table,no
249,JUSCIMEIRA,11,32,14,2 476,11 592,27,27,78,35,666 191,1 510 829,62,63,mistral_table,mistral_table,no
250,LUCIARA,16,84,48,9 018,82 039,67,69,162,88,723 358,3 520 093,62,63,mistral_table,mistral_table,no
251,VILA BELA DA SANTISSIMA TRINDADE,17,88,45,5 509,34 768,10,11,26,11,308 080,669 194,62,63,mistral_table,mistral_table,no
252,MIRASSOL D'OESTE,59,238,115,10 402,51 548,33,34,117,70,474 344,2 733 814,62,63,mistral_table,mistral_table,no
253,NOBRES,32,93,36,12 447,76 980,78,83,265,137,1 480 220,11 402 635,62,63,mistral_table,mistral_table,no
254,NORTELANDIA,37,73,6,5 283,22 435,16,16,46,13,714 000,3 079 000,62,63,mistral_table,mistral_table,no
255,NOSSA SENHORA DO LIVRAMENTO,5,9,1,283,3 882,19,19,59,35,807 500,1 500 490,62,63,mistral_table,mistral_table,no
256,NOVA BRASILANDIA,9,27,12,2 152,9 400,22,23,52,30,292 246,1 509 623,62,63,mistral_table,mistral_table,no
257,NOVA XAVANTINA,51,190,86,11 824,51 699,89,93,316,187,3 245 709,11 190 158,62,63,mistral_table,mistral_table,no
258,PARANATINGA,28,119,43,3 761,64 057,59,60,205,124,3 835 951,9 539 494,62,63,mistral_table,mistral_table,no
259,PEDRA PRETA,28,91,33,4 355,24 552,23,24,56,28,293 360,1 154 153,62,63,mistral_table,mistral_table,no
260,POCONE,50,201,101,15 392,72 264,34,35,118,77,1 456 405,3 642 414,62,63,mistral_table,mistral_table,no
261,PONTE BRANCA,12,34,15,2 874,9 738,11,12,42,23,304 647,1 158 510,62,63,mistral_table,mistral_table,no
262,PONTES E LACERDA,73,236,53,22 978,78 603,58,59,171,92,911 651,4 508 710,62,63,mistral_table,mistral_table,no
263,PORTO DOS GAUCHOS,68,223,55,22 478,93 625,36,38,105,65,416 744,3 198 857,62,63,mistral_table,mistral_table,no
264,POXOREO,58,155,59,9 057,40 115,69,72,222,96,1 377 874,6 204 268,62,63,mistral_table,mistral_table,no
265,SÃO JOSE DOS QUATRO MARCOS,41,134,51,5 789,27 555,34,35,123,63,927 999,3 386 667,62,63,mistral_table,mistral_table,no
266,RIO BRANCO,33,74,14,3 302,19 737,39,41,119,63,703 686,2 176 458,62,63,mistral_table,mistral_table,no
267,SÃO JOSE DO RIO CLARO,14,49,12,6 822,25 258,53,53,157,82,886 063,3 471 346,62,63,mistral_table,mistral_table,no
268,ROSARIO OESTE,54,126,53,13 258,66 628,35,35,83,38,1 072 704,3 406 083,62,63,mistral_table,mistral_table,no
269,SALTO DO C'U,11,26,9,1 287,9 448,6,7,24,17,125 575,351 027,62,63,mistral_table,mistral_table,no
270,SANTA TEREZINHA,10,32,5,986,6 567,35,35,98,48,663 309,2 955 876,62,63,mistral_table,mistral_table,no
271,SANTO ANTONIO DO LEVERGER,20,56,18,2 588,16 736,22,23,52,20,220 093,1 355 325,62,63,mistral_table,mistral_table,no
272,SÃO FELIX DO ARAGUAIA,19,79,22,5 753,24 461,69,70,210,109,1 169 017,3 783 381,62,63,mistral_table,mistral_table,no
273,SINOP,127,600,311,92 237,558 153,116,120,402,198,3 715 488,16 511 516,62,63,mistral_table,mistral_table,no
274,TANGARA DA SERRA,94,325,156,26 935,112 272,62,67,217,112,1 161 808,6 054 852,62,63,mistral_table,mistral_table,no
275,TESOURO,7,28,3,648,-5 096,13,13,31,8,78 149,346 481,62,63,mistral_table,mistral_table,no
276,TORIXOREU,17,57,20,3 975,11 237,22,23,68,40,771 641,2 551 130,62,63,mistral_table,mistral_table,no
277,GOIAS,10 269,48 829,29 318,4 195 492,15 742 563,10 664,11 050,49 025,31 695,366 501 483,1 426 916 324,62,63,mistral_table,mistral_table,no
278,ALOJAMENTO E ALIMENTAÇÃO,4 886,15 271,6 203,741 608,4 701 525,5 291,5 357,16 387,8 084,76 381 584,424 671 049,62,63,mistral_table,mistral_table,no
279,ALOJAMENTO,675,3 964,2 153,213 975,613 046,608,622,4 529,3 389,29 049 446,138 403 333,62,63,mistral_table,mistral_table,no
280,ALIMENTAÇÃO,4 211,11 307,4 050,527 633,3 788 479,4 683,4 735,11 858,4 695,47 332 138,286 267 716,62,63,mistral_table,mistral_table,no
281,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",2 261,9 183,5 988,738 926,2 202 037,2 794,2 840,9 454,5 629,67 894 622,202 065 307,62,63,mistral_table,mistral_table,no
282,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",2 261,9 183,5 988,738 926,2 202 037,2 794,2 840,9 454,5 629,67 894 622,202 065 307,62,63,mistral_table,mistral_table,no
283,"PESSOAIS, DE HIGIENE E ESTETICA PESSOAL",633,2 096,1 282,145 893,505 526,628,644,1 949,1 182,12 342 915,35 629 472,62,63,mistral_table,mistral_table,no
284,PESSOAIS,202,902,585,61 875,313 708,226,240,761,465,4 536 284,17 407 496,62,63,mistral_table,mistral_table,no
285,HIGIENE E DE ESTETICA PESSOAL,431,1 194,697,84 018,191 818,402,404,1 188,717,7 806 631,18 221 976,62,63,mistral_table,mistral_table,no
286,"RADIODIFUSÃO, TELEVISÃO E DIVERSÕES",161,1 871,1 435,222 417,941 225,122,141,1 930,1 699,22 504 467,89 862 960,62,63,mistral_table,mistral_table,no
287,RADIODIFUSÃO E TELEVISÃO,38,1 114,910,166 971,702 946,35,39,1 513,1 398,20 100 809,74 417 395,62,63,mistral_table,mistral_table,no
288,DIVERSÕES,123,757,525,55 446,238 279,87,102,417,301,2 403 658,15 445 565,62,63,mistral_table,mistral_table,no
289,AUXILIARES DIVERSOS,1 983,18 186,13 488,2 087 141,5 921 442,1 636,1 871,18 301,14 464,178 882 552,627 126 519,62,63,mistral_table,mistral_table,no
290,AUX. DA AGROPECUARIA E REFLORESTAMENTO,130,2 647,1 590,576 839,1 209 708,56,79,3 291,2 472,48 147 037,148 911 758,62,63,mistral_table,mistral_table,no
291,"AUX. COMERCIO, LOCAÇÃO DE BENS E SERVIÇOS",174,1 083,690,155 906,944 289,206,253,1 776,1 447,23 131 764,98 083 263,62,63,mistral_table,mistral_table,no
292,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",19,64,42,7 362,60 777,13,21,85,59,874 377,4 998 505,62,63,mistral_table,mistral_table,no
293,AUXILIARES DOS TRANSPORTES,213,1 816,1 140,220 945,684 311,132 240,2 221,1 582,27 072,647 128,934 633,64,65,mistral_table,tesseract_por_review,no
294,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",105,781,523,114 518,363 047,75,78,624,445,7 898 446,40 616 617,64,65,mistral_table,mistral_table,no
295,"AUX. DE IMPEZA, HIGIENIZAÇÃO, ETC",66,4 745,4 578,278 056,774 344,75,79,2 451,2 291,11 273 129,24 430 269,64,65,mistral_table,mistral_table,no
296,AUX. PRESTADOS A EMPRESAS E PESSOAS,1 072,5 908,4 244,809 551,1 437 751,900,938,7 004,5 626,53 779 743,156 819 819,64,65,mistral_table,mistral_table,no
297,AUXILIARES DA SAÚDE,204,1 142,681,121 964,447 235,178,183,849,532,6 705 409,27 331 655,64,65,mistral_table,mistral_table,no
298,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",345,2 222,922,259 507,1 470 808,193,197,1 004,637,8 495 343,47 561 017,64,65,mistral_table,mistral_table,no
299,COMPRA E VENDA DE BENS IMÓVEIS,295,1 749,627,202 531,1 272 243,107,111,459,249,4 248 069,28 189 507,64,65,mistral_table,mistral_table,no
300,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",50,473,295,56 976,198 565,86,86,545,388,4 247 274,19 371 510,64,65,mistral_table,mistral_table,no
301,GOIANIA,3 426,24 576,16 754,2 644 867,9 075 394,2 847,3 026,21 441,15 544,194 057 595,636 057 302,64,65,mistral_table,mistral_table,no
302,ALOJAMENTO E ALIMENTAÇÃO,1 347,4 695,2 455,290 236,1 721 416,1 224,1 253,4 719,2 705,23 716 125,129 209 287,64,65,mistral_table,mistral_table,no
303,ALOJAMENTO,97,855,610,60 748,254 805,85,91,1 109,926,7 133 140,30 898 736,64,65,mistral_table,mistral_table,no
304,ALIMENTAÇÃO,1 250,3 840,1 845,229 488,1 466 611,1 139,1 162,3 610,1 779,16 582 989,98 310 551,64,65,mistral_table,mistral_table,no
305,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",716,3 379,2 238,320 808,994 288,741,764,3 033,1 847,21 912 837,69 500 228,64,65,mistral_table,mistral_table,no
306,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",716,3 379,2 238,320 808,994 288,741,764,3 033,1 847,21 912 837,69 500 228,64,65,mistral_table,mistral_table,no
307,"PESSOAIS, DE HIGIENE E ESTÉTICA PESSOAL",237,1 001,682,74 770,293 222,177,185,729,492,4 324 761,12 870 458,64,65,mistral_table,mistral_table,no
308,PESSOAIS,64,440,332,32 555,193 718,47,53,266,195,1 334 509,4 864 654,64,65,mistral_table,mistral_table,no
309,HIGIENE E DE ESTÉTICA PESSOAL,173,561,350,42 215,99 504,130,132,463,297,2 990 252,8 005 804,64,65,mistral_table,mistral_table,no
310,"RADIOCIFUSÃO, TELEVISÃO E DIVERSÕES",46,1 175,972,176 292,793 139,27,41,1 241,1 168,17 811 527,72 682 514,64,65,mistral_table,mistral_table,no
311,RADIOCIFUSÃO E TELEVISÃO,14,767,679,146 121,639 992,7,11,1 105,1 062,17 023 717,63 433 609,64,65,mistral_table,mistral_table,no
312,DIVERSÕES,32,388,293,30 171,153 147,20,30,136,106,787 810,9 248 905,64,65,mistral_table,mistral_table,no
313,AUXILIARES DIVERSOS,879,12 619,9 701,1 572 105,4 192 011,564,668,11 028,8 855,120 723 442,326 507 285,64,65,mistral_table,mistral_table,no
314,AUX. DA AGROPECUARIA E REFLORESTAMENTO,25,1 426,674,453 651,684 619,6,12,1 502,794,38 430 748,51 966 856,64,65,mistral_table,mistral_table,no
315,"AUX. COMÉRCIO, LOCAÇÃO DE BENS E SERVIÇOS",127,850,545,138 063,884 020,116,148,1 362,1 159,17 448 584,76 275 585,64,65,mistral_table,mistral_table,no
316,"AUX. FINANC., SEGUROS E CAPITALIZAÇÃO",16,55,36,6 590,55 266,8,16,74,55,837 887,4 815 317,64,65,mistral_table,mistral_table,no
317,AUXILIARES DOS TRANSPORTES,89,929,371,121 814,228 920,64,81,4833,420,11 395 338,17 690 348,64,65,mistral_table,mistral_table,no
318,"AUX. CONSTRUÇÃO, OBRAS, GEODÉSIA, ETC",57,588,424,92 619,292 501,34,37,501,379,7 015 745,34 844 734,64,65,mistral_table,mistral_table,no
319,"AUX. DE IMPEZA, HIGIENIZAÇÃO, ETC",40,4 569,4 439,264 554,748 018,43,47,2 263,2 152,10 384 875,22 339 233,64,65,mistral_table,mistral_table,no
320,AUX. PRESTADOS A EMPRESAS E PESSOAS,423,3 484,2 765,414 684,1 005 672,226,256,4 046,3 603,31 396 441,103 650 735,64,65,mistral_table,mistral_table,no
321,AUXILIARES DA SAÚDE,102,718,447,80 130,292 995,67,71,447,293,3 813 824,14 924 475,64,65,mistral_table,mistral_table,no
322,"COMPRA, VENDA, ADMINISTRAÇÃO BENS IMÓVEIS",201,1 707,706,210 656,1 081 318,114,115,691,477,5 568 903,25 287 530,64,65,mistral_table,mistral_table,no
323,COMPRA E VENDA DE BENS IMÓVEIS,162,1 318,465,160 792,916 367,61,62,282,168,2 259 017,9 394 266,64,65,mistral_table,mistral_table,no
324,"ADMINISTRAÇÃO, LOCAÇÃO, ETC",39,389,241,49 864,164 951,53,53,409,309,3 309 886,15 893 264,64,65,mistral_table,mistral_table,no
325,ANAPOLIS,641,2 694,1 669,200 101,965 249,692,712,2 729,1 701,23 544 366,83 163 409,64,65,mistral_table,mistral_table,no
326,ALIMENTAÇÃO,240,592,255,26 317,191 845,206,208,539,253,2 132 743,9 948 308,64,65,mistral_table,mistral_table,no
327,"REPARAÇÃO, MANUTENÇÃO E INSTALAÇÃO",148,749,508,66 503,223 914,189,193,686,413,6 402 332,20 701 194,64,65,mistral_table,mistral_table,no
328,COMPRA E VENDA DE BENS IMÓVEIS,23,106,44,12 272,190 568,7,8,33,33,1 230 676,15 474 019,64,65,mistral_table,mistral_table,no
329,DEMAIS GÉNEROS,230,1 251,862,95 009,358 922,290,303,1 451,1 002,13 778 615,37 039 888,64,65,mistral_table,mistral_table,no
330,ABADIANIA,6,11,3,416,4 071,19,19,46,14,137 880,1 204 083,64,65,mistral_table,mistral_table,no
331,ACREUNA,34,149,77,7 920,58 377,66,72,269,174,1 683 776,10 909 161,64,65,mistral_table,mistral_table,no
332,AQUA LIMPA,5,10,2,260,1 033,5,5,10,-,27 020,139 154,64,65,mistral_table,mistral_table,no
333,ALEXANIA,24,101,58,5 746,29 414,27,27,96,35,308 638,1 676 694,64,65,mistral_table,mistral_table,no
334,ALOANDIA,6,10,4,480,1 605,3,3,3,-,11 515,67 762,64,65,mistral_table,mistral_table,no
335,ALTO PARAÍSO DE GOIÁS,4,11,4,404,6 804,2,3,8,6,25 767,204 538,64,65,mistral_table,mistral_table,no
336,ALVORADA DO NORTE,23,53,15,3 349,18 285,24,25,70,32,229 899,1 336 278,64,65,mistral_table,mistral_table,no
337,AMERICANO DO BRASIL,-,-,-,-,-,6,6,17,6,23 553,162 164,64,65,mistral_table,mistral_table,no
338,AMORINÓPOLIS,2,(B),(A),(X),(A),10,10,20,6,136 260,352 835,64,65,mistral_table,mistral_table,no
339,ANHANGUERA,-,-,-,-,-,4,4,8,4,16 550,111 000,64,65,mistral_table,mistral_table,no
340,ANICUNS,71,220,101,12 171,61 283,38,39,101,49,791 385,3 269 958,64,65,mistral_table,mistral_table,no
341,APARECIDA DE GOIANIA,68,411,301,31 799,101 326,61,63,584,483,2 872 965,10 806 199,64,65,mistral_table,mistral_table,no
342,APORE,2,(B),(A),(X),(A),1,1,(A),(A),(X),(A),64,65,mistral_table,mistral_table,no
343,ARAÇU,8,15,4,1 067,5 037,10,10,17,4,188 600,571 204,64,65,mistral_table,mistral_table,no
344,ARAGARÇAS,28,73,35,4 213,14 813,20,21,63,34,300 936,1 142 465,64,65,mistral_table,mistral_table,no
345,ARAGOIANIA,9,19,-,1 103,3 833,4,4,6,-,11 850,148 192,64,65,mistral_table,mistral_table,no
346,ARAGUAPAZ,-,-,-,-,-,5,6,9,3,28 189,268 665,64,65,mistral_table,mistral_table,no
347,ARENÓPOLIS,-,-,-,-,-,9,9,24,14,213 118,866 946,64,65,mistral_table,mistral_table,no
348,ARUANÁ,11,34,11,1 792,9 292,24,24,77,26,274 659,2 626 121,64,65,mistral_table,mistral_table,no
349,AURILANDIA,8,18,5,733,3 553,9,9,19,9,66 180,618 005,64,65,mistral_table,mistral_table,no
350,AVELINÓPOLIS,4,7,-,128,2 075,5,5,10,1,14 317,268 835,64,65,mistral_table,mistral_table,no
351,BARRO ALTO,16,35,12,2 080,8 434,14,15,32,7,118 380,965 048,64,65,mistral_table,mistral_table,no
352,BELA VISTA DE GOIÁS,41,96,27,4 757,25 171,42,42,82,20,298 437,1 916 831,64,65,mistral_table,mistral_table,no
353,BOM JARDIM DE GOIÁS,17,51,27,2 090,9 149,11,11,38,23,113 047,399 169,64,65,mistral_table,mistral_table,no
354,BOM JESUS DE GOIAS,50,186,100,13 326,76 531,52,54,293,195,1 787 232,10 865 983,66,67,mistral_table,mistral_table,no
355,BRAZABRANTES,-,-,-,-,-,6,6,11,3,33 800,163 000,66,67,mistral_table,mistral_table,no
356,BRITANIA,26,80,28,4 779,13 866,19,19,40,13,165 844,1 012 611,66,67,mistral_table,mistral_table,no
357,BURITI ALEGRE,42,119,62,5 646,22 158,75,75,205,119,1 300 089,3 008 281,66,67,mistral_table,mistral_table,no
358,CABECEIRAS,11,30,9,1 052,4 932,18,18,46,11,101 919,430 732,66,67,mistral_table,mistral_table,no
359,CACHOEIRA ALTA,23,66,22,3 264,17 236,27,27,67,35,336 476,783 810,66,67,mistral_table,mistral_table,no
360,CACHOEIRA DE GOIAS,2,(B),(A),(X),(A),2,2,(A),(A),(X),(A),66,67,mistral_table,mistral_table,no
361,CACHOEIRA DOURADA,-,-,-,-,-,4,4,16,11,109 687,412 026,66,67,mistral_table,mistral_table,no
362,CAÇU,35,120,48,8 024,31 458,45,46,137,66,597 541,3 831 520,66,67,mistral_table,mistral_table,no
363,CAIAPONIA,58,182,91,12 316,44 993,82,83,261,147,1 962 366,6 360 306,66,67,mistral_table,mistral_table,no
364,CALDAS NOVAS,84,1 002,485,60 110,348 395,90,93,1 472,1 270,13 028 811,69 516 602,66,67,mistral_table,mistral_table,no
365,CAMPESTRE DE GOIAS,4,9,-,478,2 138,1,1,(A),(A),(X),(A),66,67,mistral_table,mistral_table,no
366,CAMPINAÇU,-,-,-,-,-,9,9,19,7,43 948,269 970,66,67,mistral_table,mistral_table,no
367,CAMPINORTE,36,120,50,4 254,18 082,35,35,103,52,560 072,1 955 904,66,67,mistral_table,mistral_table,no
368,CAMPO ALEGRE DE GOIAS,3,3,-,127,464,13,13,25,5,57 479,397 618,66,67,mistral_table,mistral_table,no
369,CAMPOS BELOS,36,115,56,7 334,24 132,36,38,136,77,957 484,3 398 618,66,67,mistral_table,mistral_table,no
370,CARMO DO RIO VERDE,16,34,10,1 129,10 051,41,41,113,48,483 355,2 095 455,66,67,mistral_table,mistral_table,no
371,CATALÃO,160,527,270,33 236,170 157,255,263,663,354,3 488 363,13 478 031,66,67,mistral_table,mistral_table,no
372,CATURAI,3,5,2,276,1 453,3,3,3,-,1 860,11 160,66,67,mistral_table,mistral_table,no
373,CAVALCANTE,7,23,3,609,2 972,8,8,17,7,51 935,311 300,66,67,mistral_table,mistral_table,no
374,CERES,109,300,120,11 826,51 670,132,132,345,191,1 724 297,6 506 680,66,67,mistral_table,mistral_table,no
375,CORREGO DO OURO,6,11,5,409,1 552,8,8,16,1,33 045,267 955,66,67,mistral_table,mistral_table,no
376,CORUMBA DE GOIAS,41,146,61,6 026,37 823,84,85,179,91,1 218 967,3 711 889,66,67,mistral_table,mistral_table,no
377,CORUMBAIBA,5,7,1,590,3 039,30,30,75,39,526 266,1 550 825,66,67,mistral_table,mistral_table,no
378,CRISTALINA,28,82,37,4 300,23 444,32,32,83,37,242 469,1 163 018,66,67,mistral_table,mistral_table,no
379,CRISTIANOPOLIS,5,8,-,230,2 297,6,6,11,2,29 134,181 835,66,67,mistral_table,mistral_table,no
380,CRIXAS,54,158,76,7 883,30 397,21,21,55,29,667 006,1 967 778,66,67,mistral_table,mistral_table,no
