order_number,entry,establishments_1980,personnel_total_1980,personnel_linked_to_production_1980,salaries_withdrawals_other_compensation_1980_mil_cruzeiros,gross_production_value_1980_mil_cruzeiros,industrial_transformation_value_1980_mil_cruzeiros,companies_headquartered_in_municipality_1985,establishments_1985,personnel_total_1985,personnel_linked_to_production_1985,salaries_withdrawals_other_compensation_1985_mil_cruzeiros,gross_production_value_1985_mil_cruzeiros,industrial_transformation_value_1985_mil_cruzeiros,source_page_1980,source_page_1985,left_extraction_method,right_extraction_method,needs_review
174,PAPEL E PAPELÃO,3,18,12,1 854,15 647,7 264,4,5,35,29,327 112,2 326 906,1 322 486,8,9,mistral_table,mistral_table,no
175,BORRACHA,4,50,35,4 641,126 872,18 325,8,13,170,142,1 617 352,19 426 113,2 881 393,8,9,mistral_table,mistral_table,no
176,COUROS E PELES,7,87,64,9 933,56 985,23 143,5,6,154,125,1 339 284,15 255 360,7 949 506,8,9,mistral_table,mistral_table,no
177,QUÍMICA,9,86,58,13 837,28 268,18 545,9,29,1 466,672,31 935 224,207 849 483,81 078 679,8,9,mistral_table,mistral_table,no
178,FARMACÊUTICA,2,(A),(A),(A),(D),(A),,,,,,,,8,9,mistral_table,missing,yes
179,PERFUMARIA,-,-,-,-,-,-,,,,,,,,8,9,mistral_table,pdf_text_layout_partial,yes
180,MATS. PLASTICAS,1,(B),(A),(A),(A),(A),2,3,24,6,616 250,295 516,142 083,8,9,mistral_table,mistral_table,no
181,TEXTIL,-,-,-,-,-,-,1,2,181,IBJ,IX),(0),IX),8,9,mistral_table,pdf_text_layout,no
182,VESTUÁRIO,59,237,136,18 021,56 974,37 992,50,52,275,191,1 915 135,8 717 324,4 381 432,8,9,mistral_table,mistral_table,no
183,ALIMENTARES,275,3 653,2 104,361 090,6 142 316,1 326 159,485,522,5 063,3 242,48 935 384,1 059 764 799,353 191 889,8,9,mistral_table,mistral_table,no
184,BEBIDAS,15,468,199,91 404,446 649,252 137,11,12,479,321,8 408 749,61 300 349,36 626 165,8,9,mistral_table,mistral_table,no
185,FUMO,1,(D),(A),(A),(B),(A),,,,,,,,8,9,mistral_table,pdf_text_layout_partial,yes
186,GRAFICA,35,439,283,42 117,161 826,106 516,89,90,751,467,6 760 094,24 782 423,15 046 822,8,9,mistral_table,mistral_table,no
187,DIVERSAS,21,105,55,7 169,37 505,23 297,21,23,209,165,1 101 438,11 568 985,6 744 804,8,9,mistral_table,mistral_table,no
188,CUIABA,271,2 329,1 464,298 021,1 461 975,859 998,275,329,3 867,2 546,44 595 846,351 303 495,154 933 637,8,9,mistral_table,mistral_table,no
189,EXTRATIVA MINERAL,9,132,90,8 368,55 918,49 441,4,4,68,40,751 879,3 523 141,1 220 963,8,9,mistral_table,mistral_table,no
190,TRANSFORMAÇÃO,262,2 207,1 374,289 653,1 406 057,810 557,271,325,3 799,2 506,43 843 967,347 780 354,153 712 674,8,9,mistral_table,mistral_table,no
191,NAO METALICOS,69,454,339,41 588,222 977,118 853,25,34,708,533,6 042 553,92 546 752,46 384 847,8,9,mistral_table,mistral_table,no
192,METALURGICA,32,159,98,15 247,73 480,31 777,43,44,183,111,1 694 854,6 664 256,4 165 102,8,9,mistral_table,mistral_table,no
193,MECANICA,15,175,129,31 221,99 729,93 860,8,13,233,163,3 831 917,9 135 745,8 017 767,8,9,mistral_table,mistral_table,no
194,,,,,,,,,,,,,,,8,9,missing,missing,yes
195,,,,,,,,,,,,,,,8,9,missing,missing,yes
196,,,,,,,,,,,,,,,8,9,missing,missing,yes
197,MOBlLIARIO,22,95,51,12 089,37 776,19 886,40,40,216,142,1 795 227,8 304 066,4 581 417,10,11,pdf_text_tokens,mistral_table,no
198,PAPEL,,,,,,,1,2,(C),(C),(X),(D),(X),10,11,tesseract_por_review_partial,mistral_table,yes
199,BORRACHA,,,,,,,-,2,(C),(C),(X),(D),(X),10,11,pdf_text_layout_partial,mistral_table,yes
200,OUIMICA,69,53,2,147,23 716,16 201,3,13,102,32,3 075 677,27 588 056,9 169 828,10,11,pdf_text_tokens,mistral_table,no
201,"FARMACEUTlCA . . . . . . , . . . . . . , . . . . . . . . . . . . . . • . . . . ,, IAI IA I IXI",1,(A),ta),(X),(B),(X),-,1,(C),(A),(X),(A),(X),10,11,tesseract_por_review,mistral_table,no
202,,,,,,,,1,1,(B),(A),(X),(A),(X),10,11,missing,mistral_table,yes
203,MATS. PLASTICAS... ..ccicrscrcercere rara renas,1,tB),ta),(X),(A),1X),1,2,(C),(A),(X),(A),(X),10,11,tesseract_por_review,mistral_table,no
204,VES'tUAR I O,12,82,56,7 564,27 267,17 756,12,14,107,83,642 703,2 771 568,948 420,10,11,pdf_text_tokens,mistral_table,no
205,ALIMENTARES,46,326 182,37,563 330,36~,163 796,65,74,655,326,6 502 479,98 885 119,23 169 365,10,11,pdf_text_tokens,mistral_table,no
206,BEB 1 DAS,2,1F1,IE),<X 1,(F 1,IX),3,4,327,215,7 247 932,34 173 337,20 869 092,10,11,pdf_text_layout,mistral_table,no
207,GRAFICA,26,213,133,22 065,87 080,57 372,41,42,443,251,4 550 800,13 987 892,9 085 398,10,11,pdf_text_tokens,mistral_table,no
208,DIVERSAS,,,,,,,7,9,161,134,569 203,9 423 067,7 343 879,10,11,pdf_text_tokens_partial,mistral_table,yes
209,,,,,,,,138,153,1 023,630,7 289 119,75 576 486,35 961 355,10,11,missing,mistral_table,yes
210,"NÃO METALICOS.,...csccccsccc rare as",255,17,15,315,62 432,32 783,22,23,199,152,1 023 919,6 496 952,3 890 966,10,11,tesseract_por_review,mistral_table,no
211,OUIMICA,1,IA 1,IA I,1X1,IA),IX),-,5,13,-,329 637,9 257 678,9 257 678,10,11,pdf_text_layout,mistral_table,no
212,ALIMENTARES,56,364 204,ZA,52A,678 519,251 090,42,50,404,197,3 776 631,44 165 593,12 942 184,10,11,pdf_text_tokens,mistral_table,no
213,BEBIDAS,3,IDI,IO},IX),(D),(X),1,1,(D),(D),(X),(E),(X),10,11,pdf_text_tokens,mistral_table,no
214,GRAFICA... .sccss cce rr era erre ra res,6,62,37,6 495,24 628,14 795,8,8,(E),(D),(X),(E),(X),10,11,tesseract_por_review,mistral_table,no
215,MADEIRA,16,557,488,51 88 5,581 311,440 732,65,66,316,212,1 563 116,8 843 858,4 988 990,10,11,pdf_text_layout,mistral_table,no
216,VA13ZEA GRANDE,,,,,,,180,206,4 784,3 677,50 040 341,838 893 024,351 618 414,10,11,pdf_text_tokens_partial,mistral_table,yes
217,NAO METALICOS,80,659,477,43 537,235 320,174 512,45,48,778,645,8 751 660,34 060 970,27 037 377,10,11,pdf_text_tokens,mistral_table,no
218,TRANSPORTE.....cccccscsl cs rara re rararans,8,(F),(F),(X),(F),o),7,7,(E),(E),(X),(G),(X),10,11,tesseract_por_review,mistral_table,no
219,,,,,,,,14,20,662,588,4 089 400,60 330 906,35 560 390,10,11,missing,mistral_table,yes
220,ALIMENTARES,28,1 323,950,161 38€,3 170 907,279 827,32,37,2 144,1 622,23 976 571,638 011 075,236 237 125,10,11,pdf_text_layout,mistral_table,no
221,BEBIDAS,2,1E1,IDI,IX),(F),IX),2,2,(C),(C),(X),(F),(X),10,11,pdf_text_tokens,mistral_table,no
222,DEMAIS GENEROS,35,329,1 98,40 622,"2.42. 81,",68 137,80,92,1 096,753,11 573 221,62 733 150,29 121 546,10,11,pdf_text_layout,mistral_table,no
223,ACORIZAL,7,5,4,ass,1 306,sas,2,2,(C),(C),(X),(B),(X),10,11,tesseract_por_review,mistral_table,no
224,,,,,,,,10,11,40,26,724 724,4 807 981,2 482 140,10,11,missing,mistral_table,yes
225,ALTA FLORESTA,1 95,1 ORS,670,288 513,679 8D1,567 331,48,53,317,179,1 426 770,11 344 609,5 618 882,10,11,pdf_text_layout,mistral_table,no
226,ALTO PARAGUAI,20,224,206,16 808,76 539,58 307,31,31,100,53,361 803,2 383 248,1 578 501,10,11,pdf_text_tokens,mistral_table,no
227,ALTO GARÇAS,16,1,534,3,085,1 999,9,9,71,57,442 064,6 552 540,4 072 965,10,11,pdf_text_tokens,mistral_table,no
228,"ALTO PARAGUALI,...cccccseciscracrara crer",,,,,,,1,1,(B),(B),(X),(B),(X),10,11,tesseract_por_review_partial,mistral_table,yes
229,ARAPUTANGA,30,132,80,9 762,86 912,37 289,6,6,75,51,374 916,6 075 589,2 640 031,10,11,pdf_text_tokens,mistral_table,no
230,ARENAPOLIS,136,1 357,1 171,150 834,359 241,269 432,2,2,(B),(A),(X),(A),(X),10,11,pdf_text_tokens,mistral_table,no
231,ARIPUANÂ,66,510 316,AO,161,707 718,645 253,18,24,864,782,7 708 844,57 535 502,42 034 018,10,11,pdf_text_tokens,mistral_table,no
232,BARÃO OE MELGAÇO,10,19,2,599,6 429,3 758,9,9,82,64,75 040,105 600,90 300,10,11,pdf_text_tokens,mistral_table,no
233,BARRA DO BUGRES,42,242 123,1,9 593,129 249,66 783,19,19,604,218,16 252 900,113 568 389,39 020 608,10,11,pdf_text_tokens,mistral_table,no
234,BARRA DO GARÇAS,81,266,162,23 182,131 803,78 633,95,97,566,347,4 303 666,37 708 013,15 527 129,10,11,pdf_text_tokens,mistral_table,no
235,CACERES,53,570 448,45,57&,421 667,250 151,62,65,651,498,4 572 477,73 155 969,24 815 099,10,11,pdf_text_tokens,mistral_table,no
236,COLIDER,40,355,270,39 553,285 280,160 139,9,9,37,27,436 100,1 456 506,813 075,10,11,pdf_text_tokens,mistral_table,no
237,CHAPADA DOS GUIMARÃES,39,25,3,507,20 313,4 143,4,4,31,28,170 743,1 783 453,840 835,10,11,pdf_text_tokens,mistral_table,no
238,COLIDER.......ccccsssro certa crr narra reco jo),355,270,39,553,285 280,160 139,49,54,586,461,3 370 842,36 922 969,19 172 103,10,11,tesseract_por_review,mistral_table,no
239,DENISE,,,,,,,4,4,48,38,2 846 400,4 411 242,951 406,10,11,pdf_text_layout_partial,mistral_table,yes
240,DIAMANTINO,33,335,251,32 407,133 664,101 854,16,18,226,190,2 717 069,19 232 504,10 080 171,10,11,pdf_text_tokens,mistral_table,no
241,DOM AQUINO,25,173,129,9 721,83 895,26 436,2,3,26,18,176 732,3 476 726,2 658 273,10,11,pdf_text_tokens,mistral_table,no
242,GENERAL CARNE lRO,13,460,3,898,2,473,1,1,(A),(A),(X),(A),(X),10,11,pdf_text_tokens,mistral_table,no
243,GUIRATlNGA,34,77,40,7 299,29 540,16 182,7,7,27,13,271 717,838 991,389 371,10,11,pdf_text_tokens,mistral_table,no
244,ITIOUIRA,23,72,24,BDO,732,4 693,5,5,16,5,62 322,475 829,267 504,10,11,pdf_text_tokens,mistral_table,no
245,JACIARA,31,213,136,18 576,376 324,110 116,39,44,449,358,5 089 854,109 314 036,35 504 635,10,11,pdf_text_tokens,mistral_table,no
246,JAURU,20,178,114,10 073,65 433,41 695,13,13,35,4,102 825,616 580,400 838,10,11,pdf_text_tokens,mistral_table,no
247,JUARA,,,,,,,44,44,256,167,1 024 357,23 327 111,11 878 306,10,11,pdf_text_layout_partial,mistral_table,yes
248,JUINA,,,,,,,77,86,723,557,8 287 291,62 955 636,40 886 542,10,11,pdf_text_layout_partial,mistral_table,yes
249,JUSCIMEIRA,14,99,5,966,93 655,35 459,15,15,107,31,1 515 834,1 968 101,1 374 973,10,11,pdf_text_tokens,mistral_table,no
250,"LUCIARA,.....cssiceccrrrres errar ra era rs era ro ras",3,8,2,485,+,835 978,4,4,10,6,40 714,287 960,166 635,10,11,tesseract_por_review,mistral_table,no
251,VILA BELA DA SANT!SSIMA TRINDADE,11,114,77,12 110,48 225,22 228,5,8,97,83,552 033,2 268 652,1 143 246,10,11,pdf_text_tokens,mistral_table,no
252,MIRASSOL D' OESTE,60,330,190,14 513,323 893,100 626,36,36,161,102,703 593,9 607 610,2 358 501,10,11,pdf_text_layout,mistral_table,no
253,NOBRES,16,93,64,15 878,75 797,50 111,26,29,391,337,3 687 687,49 786 792,38 382 588,10,11,pdf_text_tokens,mistral_table,no
254,NORTELANOIA,43,374,299,42 631,97 658,74 754,11,11,86,69,1 268 000,7 761 000,4 081 500,10,11,pdf_text_tokens,mistral_table,no
255,NOSSA SENHORA DO LIVRAMENTO,2,(B),(A),(X),(A),(X),1,1,(B),(A),(X),(A),(X),12,13,mistral_table,mistral_table,no
256,NOVA BRASILANDIA,13,36,11,2 431,13 523,9 020,6,7,27,20,153 708,1 630 222,705 912,12,13,mistral_table,mistral_table,no
257,NOVA XAVANTINA,42,185,109,13 356,61 874,36 311,40,40,148,73,1 679 397,7 186 621,3 784 324,12,13,mistral_table,mistral_table,no
258,PARAMATINGA,16,72,49,12 604,23 812,21 058,8,9,46,37,660 832,3 696 020,1 903 530,12,13,mistral_table,mistral_table,no
259,PEDRA PRETA,65,199,107,7 639,36 681,25 109,11,11,50,29,200 168,2 599 422,882 943,12,13,mistral_table,mistral_table,no
260,POCONE,25,107,54,6 154,28 896,17 439,6,7,408,233,5 796 197,8 094 356,2 648 033,12,13,mistral_table,mistral_table,no
261,PONTE BRANCA,4,10,6,1 551,12 362,4 125,2,2,(B),(B),(X),(B),(X),12,13,mistral_table,mistral_table,no
262,PONTES E LACERDA,39,318,196,27 697,152 879,83 302,19,21,208,173,1 609 481,13 395 168,7 916 941,12,13,mistral_table,mistral_table,no
263,PORTO DOS GAUCHOS,26,279,218,42 213,194 236,102 296,19,20,98,59,489 683,2 859 475,1 335 452,12,13,mistral_table,mistral_table,no
264,POXORES,110,1 128,974,85 476,163 361,114 457,17,18,128,99,957 782,9 403 726,6 928 449,12,13,mistral_table,mistral_table,no
265,SÃO JOSE DOS QUATRO MARCOS,32,262,175,15 571,318 624,107 301,41,43,280,182,2 757 796,47 019 077,12 959 649,12,13,mistral_table,mistral_table,no
266,RIO BRANCO,19,70,43,7 753,95 170,37 496,12,12,53,31,219 075,5 213 664,2 683 696,12,13,mistral_table,mistral_table,no
267,SÃO JOSE DO RIO CLARO,18,169,100,19 075,105 312,66 098,50,52,440,338,2 552 776,32 113 944,18 278 425,12,13,mistral_table,mistral_table,no
268,ROSARIO OESTE,15,78,49,5 692,48 070,36 076,13,14,69,41,309 283,3 660 416,1 661 452,12,13,mistral_table,mistral_table,no
269,SALTO DO CEU,7,21,8,816,5 353,3 501,5,5,12,6,79 930,395 971,322 869,12,13,mistral_table,mistral_table,no
270,SANTA TEREZINHA,4,12,9,603,4 120,3 213,20,20,124,86,1 029 076,7 918 074,5 537 193,12,13,mistral_table,mistral_table,no
271,SANTO ANTONIO DO LEVERGER,6,58,41,3 211,8 019,6 234,3,3,13,8,53 896,187 544,114 517,12,13,mistral_table,mistral_table,no
272,SÃO FELIX DO ARAQUAIA,12,6,3,1 879,6 147,4 526,11,11,38,23,201 992,1 364 207,975 003,12,13,mistral_table,mistral_table,no
273,SINOP,145,1 349,985,175 676,1 031 547,634 102,168,179,2 470,1 955,18 661 468,141 772 300,82 947 763,12,13,mistral_table,mistral_table,no
274,TANGARA DA SERRA,47,358,237,24 609,226 647,88 948,27,29,291,230,2 501 939,18 278 354,12 463 819,12,13,mistral_table,mistral_table,no
275,TESOURO,15,167,142,10 588,17 834,13 525,2,3,37,32,170 676,2 187 939,1 210 876,12,13,mistral_table,mistral_table,no
276,TORIXOREU,22,64,34,5 133,34 780,20 349,2,2,(C),(B),(X),(B),(X),12,13,mistral_table,mistral_table,no
277,GOIAS,6 313,55 131,36 166,5 735 448,69 690 040,27 536 088,5 402,5 938,61 425,44 429,624 695 067,8 628 592 668,3 839 488 939,12,13,mistral_table,mistral_table,no
278,EXTRATIVA MINERAL,205,3 863,2 016,692 020,4 223 879,3 402 261,64,82,4 387,3 457,98 916 044,567 175 478,334 232 127,12,13,mistral_table,mistral_table,no
279,TRANSFORMAÇÃO,6 104,51 185,34 067,5 017 465,65 419 023,24 089 694,5 338,5 856,57 038,40 972,525 779 023,8 061 417 190,3 505 255 812,12,13,mistral_table,mistral_table,no
280,NÃO METALICOS,1 489,11 047,7 965,1 086 740,10 808 487,5 975 022,935,982,9 496,6 976,86 809 885,1 069 461 562,694 512 176,12,13,mistral_table,mistral_table,no
281,METALURGICA,365,4 055,2 784,410 885,2 659 385,1 451 341,337,357,3 112,2 304,33 851 852,548 932 820,765 303 563,12,13,mistral_table,mistral_table,no
282,MECANICA,107,1 655,1 303,262 375,765 407,50. 237,135,171,2 104,1 750,29 849 700,80 237 735,70 550 307,12,13,mistral_table,mistral_table,no
283,MATERIAL ELETRICO,37,900,594,149 493,979 396,573 538,30,38,533,375,8 111 879,75 501 767,45 773 210,12,13,mistral_table,mistral_table,no
284,TRANSPORTE,85,195,825,118 176,736 346,401 163,78,85,1 119,878,10 083 989,48 768 740,35 552 720,12,13,mistral_table,mistral_table,no
285,MADEIRA,837,3 822,2 382,250 889,1 426 912,746 787,658,669,2 973,1 965,18 417 504,76 444 103,48 748 027,12,13,mistral_table,mistral_table,no
286,MOBILIARIO,447,2 206,398,146 987,656 482,354 725,506,515,2 884,1 952,15 728 655,90 479 408,43 031 967,12,13,mistral_table,mistral_table,no
287,PAPEL E PAPELÃO,11,258,204,23 167,345 797,113 950,7,11,291,213,3 223 882,35 200 315,15 648 032,12,13,mistral_table,mistral_table,no
288,BORRACHA,24,358,225,33 591,359 875,215 255,21,29,378,305,3 414 142,35 662 080,14 016 112,12,13,mistral_table,mistral_table,no
289,COUROS E PELES,31,248,188,17 848,356 576,88 441,21,29,301,237,2 164 418,66 022 268,18 325 916,12,13,mistral_table,mistral_table,no
290,QUIMICA,53,981,471,204 362,1 402 285,676 168,30,71,2 602,2 058,36 974 884,676 633 869,383 009 836,12,13,mistral_table,mistral_table,no
291,FARMACÉUTICA,21,694,457,110 889,534 184,282 944,8,22,907,507,19 828 017,92 311 739,59 534 512,12,13,mistral_table,mistral_table,no
292,PERFUMARIA,7,60,36,3 880,47 158,17 902,7,10,121,72,1 376 915,12 112 011,4 265 208,12,13,mistral_table,mistral_table,no
293,MATS. PLASTICAS,19,295,201,36 920,316 444,165 902,20,23,316,221,3 807 082,29 962 073,13 640 362,12,13,mistral_table,mistral_table,no
294,TEXTIL,18,1 214,1 114,100 595,2 335 025,966 408,7,16,1 798,1 619,15 735 181,308 917 296,100 889 146,12,13,mistral_table,mistral_table,no
295,VESTUARIO,388,2 825,2 057,183 717,1 271 084,561 953,506,524,5 230,4 072,27 947 038,226 028 678,107 681 399,12,13,mistral_table,mistral_table,no
296,ALIMENTARES,858,14 969,9 251,1 248 386,36 878 351,8 865 084,1 768,1 998,18 555,12 713,154 018 991,4 254 507 643,1 303 155 274,12,13,mistral_table,mistral_table,no
297,BEBIDAS,48,1 315,779,234 902,2 025 690,1 125 251,17,36,1 409,968,21 982 763,219 954 760,118 689 003,12,13,mistral_table,mistral_table,no
298,FUMO,10,201,71,36 878,44 415,15 593,2,3,154,22,3 894 035,2 581 905,1 064 984,12,13,mistral_table,mistral_table,no
299,GRAFICA,165,1 631,1 240,222 812,967 996,630 583,177,187,2 172,1 470,21 241 665,96 794 214,63 479 828,12,13,mistral_table,mistral_table,no
300,DIVERSAS,84,956,522,137 973,501 728,325 447,68,80,516,295,7 316 946,14 902 206,9 385 230,12,13,mistral_table,mistral_table,no
301,GOIANIA,1 273,18 409,12 246,2 229 984,24 865 622,8 780 880,1 104,1 313,21 868,15 318,225 969 702,3 034 059 178,1 293 537 501,12,13,mistral_table,mistral_table,no
302,EXTRATIVA MINERAL,10,351,-,104 849,-,-,,,,,,,,12,13,mistral_table,pdf_text_layout_partial,yes
303,TRANSFORMAÇÃO,1 263,18 058,12 246,2 125 135,24 865 622,8 780 880,1 103,1 311,(F),(F),(X),(G),(X),12,13,mistral_table,mistral_table,no
304,NÃO METALICOS,98,1 643,1 197,232 342,2 191 203,1 292 746,48,66,1 083,773,13 099 611,173 477 756,106 146 786,12,13,mistral_table,mistral_table,no
305,METALURGICA,139,1 699,1 216,165 399,1 328 832,732 412,101,115,1 253,906,10 580 766,129 738 716,77 852 329,12,13,mistral_table,mistral_table,no
306,MECANICA,69,973,690,145 390,445 768,302 131,65,87,881,671,9 411 973,31 872 155,24 196 619,12,13,mistral_table,mistral_table,no
307,MATERIAL ELETRICO,26,227,100,46 055,164 410,131 619,19,26,194,133,3 748 133,19 336 536,14 417 537,12,13,mistral_table,mistral_table,no
308,TRANSPORTE,41,696,465,84 108,524 573,280 345,27,31,583,462,6 314 594,26 160 360,20 206 704,12,13,mistral_table,mistral_table,no
309,MADEIRA,44,403,305,39 522,333 472,137 033,19,22,182,126,1 314 230,13 092 739,10 160 997,12,13,mistral_table,mistral_table,no
310,MOBILIARIO,113,821,590,68 778,276 250,153 758,101,105,1 280,958,7 401 920,49 520 994,20 926 240,12,13,mistral_table,mistral_table,no
311,PAPEL E PAPELÃO,9,223,178,19 679,332 715,107 605,7,11,291,213,3 223 882,35 200 315,15 648 032,12,13,mistral_table,mistral_table,no
312,BORRACHA,13,235,157,23 664,240 980,141 902,11,16,231,190,2 288 668,23 924 841,8 758 056,12,13,mistral_table,mistral_table,no
313,COUROS E PELES,10,135,108,10 650,89 782,33 538,6,7,61,48,396 826,18 260 226,4 423 967,12,13,mistral_table,mistral_table,no
314,QUIMICA,29,421,169,102 485,1 101 596,532 714,9,31,325,113,9 155 105,49 159 246,36 160 356,12,13,mistral_table,mistral_table,no
315,FARMACÉUTICA,21,694,457,110 889,534 184,282 944,7,21,880,498,19 522 798,88 917 865,57 067 477,12,13,mistral_table,mistral_table,no
316,PERFUMARIA,2,(D),(B),(X),(C),(X),2,4,(D),(A),(X),(A),(X),12,13,mistral_table,mistral_table,no
317,MATS. PLASTICAS,15,255,175,29 713,232 260,115 165,13,16,238,162,3 313 184,25 022 927,11 627 715,12,13,mistral_table,mistral_table,no
318,TEXTIL,5,77,55,16 650,219 966,115 519,1,4,49,9,1 198 604,17 023 805,4 797 603,12,13,mistral_table,mistral_table,no
319,VESTUÁRIO,202,2 078,1 601,144 436,1 016 532,429 254,307,325,4 428,3 575,24 365 997,201 333 764,95 423 028,14,15,mistral_table,mistral_table,no
320,ALIMENTARES,277,4 574,3 045,447 148,13 625 573,2 634 220,240,277,6 733,4 747,61 372 413,1 916 113 890,669 456 053,14,15,mistral_table,mistral_table,no
321,BEBIDAS,15,631,449,105 075,1 137 627,636 601,3,10,729,410,10 185 844,123 341 995,54 531 977,14,15,mistral_table,mistral_table,no
322,FUMO,2,(F),(B),(X),(B),(X),,,,,,,,14,15,mistral_table,pdf_text_layout_partial,yes
323,GRAFICA,85,1 433,942,191 315,824 498,540 047,94,92,1 635,1 106,18 546 238,82 189 967,54 776 985,14,15,mistral_table,mistral_table,no
324,DIVERSAS,48,710,334,107 478,236 096,173 926,35,44,383,216,6 606 760,10 210 098,6 879 100,14,15,mistral_table,mistral_table,no
325,ANAPOLIS,428,8 937,6 742,941 335,14 203 247,5 280 084,354,399,8 575,6 901,80 395 084,1 128 554 584,449 729 603,14,15,mistral_table,mistral_table,no
326,NÃO METÁLICOS,54,2 369,1 919,301 391,2 547 881,1 771 462,54,58,2 102,1 647,20 636 859,173 830 314,107 692 639,14,15,mistral_table,mistral_table,no
327,MATERIAL ELÉTRICO,6,513,367,79 490,674 112,383 162,8,9,263,192,3 543 538,53 744 910,30 354 849,14,15,mistral_table,mistral_table,no
328,TEXTIL,5,1 015,996,83 398,972 583,397 892,2,5,1 490,1 455,11 127 981,104 681 913,41 115 300,14,15,mistral_table,mistral_table,no
329,ALIMENTARES,163,2 655,1 957,232 669,8 207 547,1 852 632,116,135,2 656,2 052,25 080 563,632 400 390,170 625 237,14,15,mistral_table,mistral_table,no
330,BEBIDAS,8,559,243,121 322,809 760,425 359,2,7,541,410,10 305 163,81 878 597,52 805 854,14,15,mistral_table,mistral_table,no
331,DEMAIS GÉNEROS,192,1 826,1 260,143 065,991 384,449 577,172,185,1 523,1 145,9 700 980,82 018 490,43 135 724,14,15,mistral_table,mistral_table,no
332,ABADIANIA,7,26,17,988,4 695,3 135,3,3,7,3,37 021,108 960,89 309,14,15,mistral_table,mistral_table,no
333,ACREUNA,21,73,33,3 166,15 021,10 076,20,22,363,262,4 643 697,129 311 841,75 199 793,14,15,mistral_table,mistral_table,no
334,ÁGUA LIMPA,5,6,2,656,2 941,1 596,1,1,(B),(A),(X),(A),(X),14,15,mistral_table,mistral_table,no
335,ALEXANIA,30,127,83,10 399,42 066,31 149,7,9,62,45,266 778,1 182 901,518 278,14,15,mistral_table,mistral_table,no
336,ALGANDIA,6,5,-,707,1 591,1 136,5,5,5,-,11 665,68 119,54 316,14,15,mistral_table,mistral_table,no
337,ALTO PARAÍSO DE GOIÁS,4,12,6,470,823,603,1,1,(A),(A),(X),(A),(X),14,15,mistral_table,mistral_table,no
338,ALVORADA DO NORTE,9,46,29,2 740,19 962,6 518,7,7,21,6,61 660,1 027 107,390 273,14,15,mistral_table,mistral_table,no
339,AMERICANO DO BRASIL,-,-,-,-,-,-,9,10,42,21,59 224,2 660 302,767 245,14,15,mistral_table,mistral_table,no
340,AMORINÓPOLIS,10,30,6,1 138,12 378,3 510,6,7,18,8,64 528,940 633,539 799,14,15,mistral_table,mistral_table,no
341,ANHANGUERA,1,(D),(D),(X),(C),(X),2,2,(A),(A),(X),(A),(X),14,15,mistral_table,mistral_table,no
342,ANICUNS,46,292,186,17 991,214 585,66 983,26,28,329,257,2 538 976,26 693 849,13 700 156,14,15,mistral_table,mistral_table,no
343,APARECIDA DE GOIANIA,80,1 013,777,87 134,890 564,422 430,51,58,1 185,1 014,10 355 727,140 067 130,76 964 272,14,15,mistral_table,mistral_table,no
344,APORE,5,13,3,1 481,2 859,2 430,4,4,14,8,55 880,165 530,125 482,14,15,mistral_table,mistral_table,no
345,ARAÇU,8,24,12,1 942,5 777,4 016,9,10,38,25,340 496,2 495 105,530 435,14,15,mistral_table,mistral_table,no
346,ARAGARÇAS,13,54,28,2 639,14 425,8 948,7,7,27,5,71 761,867 970,350 089,14,15,mistral_table,mistral_table,no
347,ARAGOIANIA,20,74,44,5 413,17 533,9 209,5,6,28,15,163 519,890 622,323 301,14,15,mistral_table,mistral_table,no
348,ARAGUAPAZ,-,-,-,-,-,-,6,8,22,13,107 774,974 470,346 282,14,15,mistral_table,mistral_table,no
349,ARENÓPOLIS,-,-,-,-,-,-,6,7,23,14,171 520,774 545,395 608,14,15,mistral_table,mistral_table,no
350,ARUANÁ,10,37,25,2 213,8 038,5 079,4,4,11,2,23 103,288 310,84 130,14,15,mistral_table,mistral_table,no
351,AURILANDIA,10,30,17,1 846,8 266,4 916,9,9,26,14,121 261,330 203,226 027,14,15,mistral_table,mistral_table,no
352,AVELINÓPOLIS,1,(A),(A),(X),(A),(X),6,6,13,7,55 834,192 878,107 084,14,15,mistral_table,mistral_table,no
353,BARRO ALTO,19,78,52,10 693,34 621,18 679,10,12,29,7,68 708,239 507,133 420,14,15,mistral_table,mistral_table,no
354,BELA VISTA DE GOIÁS,37,97,52,8 054,25 242,15 748,21,22,96,58,380 378,2 704 938,1 454 560,14,15,mistral_table,mistral_table,no
355,BOM JARDIM DE GOIÁS,17,61,29,2 372,10 556,6 637,8,9,25,6,63 141,444 598,258 475,14,15,mistral_table,mistral_table,no
356,BOM JESUS DE GOIÁS,11,31,17,2 792,10 847,7 861,22,23,103,58,413 057,1 476 033,765 504,14,15,mistral_table,mistral_table,no
357,BRAZABRANTES,5,25,16,1 222,5 992,3 973,4,4,12,3,24 030,374 998,158 954,14,15,mistral_table,mistral_table,no
358,BRITANIA,12,58,26,5 220,13 981,8 792,9,9,28,11,93 041,963 029,283 195,14,15,mistral_table,mistral_table,no
359,BURITI ALEGRE,18,64,30,3 575,19 291,10 730,23,24,98,59,624 711,2 077 953,1 379 273,14,15,mistral_table,mistral_table,no
