order_number,entry,establishments_1975,personnel_occupied_total_1975,personnel_occupied_linked_to_production_1975,average_monthly_personnel_occupied_1975,salaries_total_1975_thousand_cruzeiros,salaries_production_personnel_1975_thousand_cruzeiros,miscellaneous_expenses_1975_thousand_cruzeiros,industrial_operations_expenses_total_1975_thousand_cruzeiros,industrial_operations_expenses_raw_materials_materials_components_1975_thousand_cruzeiros,production_value_1975_thousand_cruzeiros,industrial_transformation_value_1975_thousand_cruzeiros,entry_ocr,source_page_left,source_page_right,entry_correction_method,left_extraction_method,right_extraction_method,needs_review
4857,PRODUTOS ALIMENTARES,42,242,152,224,1 841,1 082,3 723,22 090,21 413,31 443,9 353,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
4858,BEBIDAS,4,40,25,36,206,140,340,899,786,1 584,685,BEBIDAS,11,12,ocr_exact,mistral_table,mistral_table,no
4859,EDITORIAL E GRAFICA,3,12,5,10,173,43,79,277,265,675,398,EDITORIAL E GRAFICA,11,12,ocr_exact,mistral_table,mistral_table,no
4860,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,1,(X),(X),(X),(X),(X),(X),-,-,(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,11,12,industry_lexicon,mistral_table,mistral_table,no
4861,TAUBATE,209,11 652,10 792,11 050,243 493,213 292,260 277,1 272 342,1 189 354,2 167 833,895 491,TAUBATE,11,12,ocr_exact,mistral_table,mistral_table,no
4862,EXTRACAO DE MINERAIS,6,41,40,36,469,462,1 190,262,138,3 258,2 996,EXTRACAO DE MINERAIS,11,12,ocr_exact,mistral_table,mistral_table,no
4863,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,37,412,327,383,3 841,2 812,7 744,12 433,11 731,34 470,22 037,TRANSFORMACAO DE PRODUTOS DE MINERAIS NXO METALICOS,11,12,industry_lexicon,mistral_table,mistral_table,no
4864,METALURGICA,17,1 450,1 395,1 364,18 408,17 054,67 051,177 398,132 113,324 634,147 236,METALURGICA,11,12,ocr_exact,mistral_table,mistral_table,no
4865,MECANICA,20,3 674,3 386,3 574,103 556,91 172,73 969,242 050,224 038,508 667,266 617,MECANICA,11,12,ocr_exact,mistral_table,mistral_table,no
4866,MATERIAL ELETRICO E DE COMUNICACOES,5,301,294,367,6 265,6 073,4 190,41 258,39 110,77 166,35 908,MATERIAL ELETRICO E DE COMUNICACOES,11,12,ocr_exact,mistral_table,mistral_table,no
4867,MATERIAL DE TRANSPORTE,5,2 128,2 060,1 750,61 146,55 019,52 840,439 814,429 969,673 157,233 343,MATERIAL DE TRANSPORTE,11,12,ocr_exact,mistral_table,mistral_table,no
4868,MADEIRA,8,118,102,119,1 346,1 103,1 553,10 297,10 131,18 951,8 654,MADEIRA,11,12,ocr_exact,mistral_table,mistral_table,no
4869,MOBILIARIO,17,103,75,69,653,418,1 960,1 188,1 153,2 869,1 681,MOBILIARIO,11,12,ocr_exact,mistral_table,mistral_table,no
4870,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELFO,11,12,municipality_1985_lexicon,mistral_table,mistral_table,no
4871,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,11,12,ocr_exact,mistral_table,mistral_table,no
4872,QUIMICA,6,258,188,209,5 706,3 359,7 300,87 622,86 007,121 327,33 705,QUIMICA,11,12,ocr_exact,mistral_table,mistral_table,no
4873,PRODUTOS DE MATERIAS PLASTICAS,3,83,68,83,1 401,1 091,2 309,4 085,3 809,14 412,10 327,PRODUTOS DE MATERIAS PLASTICAS,11,12,ocr_exact,mistral_table,mistral_table,no
4874,TEXTIL,7,1 521,1 511,1 685,17 436,17 160,20 966,153 572,151 383,223 175,69 603,TEXTIL,11,12,ocr_exact,mistral_table,mistral_table,no
4875,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADES E ARTEFATOS DE TECIDOS",11,12,industry_lexicon,mistral_table,mistral_table,no
4876,PRODUTOS ALIMENTARES,46,545,415,504,6 551,4 436,7 406,94 049,92 663,117 691,23 642,PRODUTOS ALIMENTARES,11,12,ocr_exact,mistral_table,mistral_table,no
4877,BEBIDAS,3,25,21,24,306,186,97,370,345,1 298,928,BEBIDAS,11,12,ocr_exact,mistral_table,mistral_table,no
4878,EDITORIAL E GRAFICA,13,110,83,97,1 472,1 165,996,1 375,1 309,4 499,3 124,EDITORIAL E GRAFICA,11,12,ocr_exact,mistral_table,mistral_table,no
4879,DIVERSAS,6,488,462,424,2 650,1 376,4 029,4 727,4 304,20 478,15 751,DIVERGAS,11,12,scan_verified_override,mistral_table,mistral_table,no
4880,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,6,376,348,347,12 131,10 248,6 426,854,186,20 279,19 425,ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,11,12,industry_lexicon,mistral_table,mistral_table,no
4881,TEJUPA,7,10,7,9,32,32,28,122,112,302,180,TEJUPA,11,12,ocr_exact,mistral_table,mistral_table,no
4882,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),-,-,(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NXO METALICOS,11,12,industry_lexicon,mistral_table,mistral_table,no
4883,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,13,14,ocr_exact,mistral_table,mistral_table,no
4884,PRODUTOS ALIMENTARES,5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4885,TEODORO SAMPAIO,48,437,314,417,2 901,2 387,5 625,9 088,8 697,20 997,11 909,TEGGORO SAMPAIO,13,14,scan_verified_override,mistral_table,mistral_table,no
4886,EXTRACAO DE MINERAIS,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),EXTRACAO DE MINERAIS,13,14,ocr_exact,mistral_table,mistral_table,no
4887,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,16,59,30,54,145,139,276,235,197,1 035,800,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
4888,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,13,14,ocr_exact,mistral_table,mistral_table,no
4889,MADEIRA,17,329,260,318,2 629,2 143,5 179,8 380,8 111,19 014,10 634,MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
4890,MOBILIARIO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
4891,PRODUTOS ALIMENTARES,10,33,15,29,86,74,139,414,355,784,370,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4892,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,13,14,ocr_exact,mistral_table,mistral_table,no
4893,TERRA ROXA,11,138,101,112,838,318,1 687,10 313,10 174,14 671,4 358,TERRA ROXA,13,14,ocr_exact,mistral_table,mistral_table,no
4894,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
4895,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,13,14,ocr_exact,mistral_table,mistral_table,no
4896,MATERIAL DE TRANSPORTE,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,13,14,ocr_exact,mistral_table,mistral_table,no
4897,TEXTIL,1,(X),-,(X),(X),-,(X),(X),(X),(X),(X),TEXTIL,13,14,ocr_exact,mistral_table,mistral_table,no
4898,PRODUTOS ALIMENTARES,7,87,(X),63,723,(X),978,5 208,5 144,7 903,2 695,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4899,TIETE,118,1 377,1 098,1 325,14 015,8 524,17 132,66 525,63 854,117 654,51 129,TIETE,13,14,ocr_exact,mistral_table,mistral_table,no
4900,EXTRACAO DE MINERAIS,3,12,11,12,98,98,146,89,-,402,313,EXTRACAO DE MINERAIS,13,14,ocr_exact,mistral_table,mistral_table,no
4901,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,15,114,98,105,826,655,2 468,3 147,2 710,8 314,5 167,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
4902,METALURGICA,10,60,51,58,437,362,419,1 050,1 015,2 400,1 350,METALURGICA,13,14,ocr_exact,mistral_table,mistral_table,no
4903,MATERIAL DE TRANSPORTE,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,13,14,ocr_exact,mistral_table,mistral_table,no
4904,MADEIRA,10,105,81,93,691,409,695,2 910,2 727,5 824,2 914,MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
4905,MOBILIARIO,5,134,113,129,1 473,939,1 883,3 776,5 526,10 448,4 672,MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
4906,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELVO,13,14,municipality_1985_lexicon,mistral_table,mistral_table,no
4907,TEXTIL,14,335,271,326,4 412,2 621,5 589,27 805,27 535,42 476,14 671,TEXTIL,13,14,ocr_exact,mistral_table,mistral_table,no
4908,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",12,239,189,218,2 406,1 206,2 008,6 327,5 832,13 918,7 591,"VESTUARIO, CALCADOS E ARTEFAZOS DE TECIDOS",13,14,industry_lexicon,mistral_table,mistral_table,no
4909,PRODUTOS ALIMENTARES,33,168,126,161,1 573,959,1 481,13 021,12 455,20 332,7 311,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4910,BERIDAS,3,60,28,73,630,352,637,3 820,3 610,6 724,2 904,BERIDAS,13,14,ocr_exact,mistral_table,mistral_table,no
4911,FUMO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),FUMO,13,14,ocr_exact,mistral_table,mistral_table,no
4912,EDITORIAL E GRAFICA,5,83,71,88,903,643,1 101,1 071,1 029,3 307,2 236,EDITORIAL E GRAFICA,13,14,ocr_exact,mistral_table,mistral_table,no
4913,DIVERAS,4,23,17,22,202,110,177,455,447,1 054,599,DIVERAS,13,14,ocr_exact,mistral_table,mistral_table,no
4914,TIMBURI,5,12,6,12,59,24,14,668,656,914,246,TIMBURI,13,14,ocr_exact,mistral_table,mistral_table,no
4915,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
4916,PRODUTOS ALIMENTARES,4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4917,TORRINHA,23,84,45,82,835,473,2 433,9 667,9 423,16 932,7 265,TORRINHA,13,14,ocr_exact,mistral_table,mistral_table,no
4918,MADEIRA,5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
4919,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
4920,QUIMICA,5,29,13,28,428,166,1 032,2 086,1 961,5 157,3 071,QUIMICA,13,14,ocr_exact,mistral_table,mistral_table,no
4921,PRODUTOS ALIMENTARES,11,39,24,38,368,268,1 359,7 400,7 291,11 426,4 026,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4922,BERIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BERIDAS,13,14,ocr_exact,mistral_table,mistral_table,no
4923,TREMEMBE,30,450,313,419,6 080,3 009,9 956,36 012,34 268,59 333,23 321,TREMEMBE,13,14,ocr_exact,mistral_table,mistral_table,no
4924,EXTRACAO DE MINERAIS,6,52,40,53,645,417,1 837,1 769,1 339,5 615,3 846,EXTRACAO DE MINERAIS,13,14,ocr_exact,mistral_table,mistral_table,no
4925,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,13,104,86,102,883,747,835,803,157,2 676,1 873,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
4926,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,13,14,ocr_exact,mistral_table,mistral_table,no
4927,MECANICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MECANICA,13,14,ocr_exact,mistral_table,mistral_table,no
4928,QUIMICA,3,239,153,221,4 003,1 611,6 566,25 738,25 142,40 299,14 561,QUIMICA,13,14,ocr_exact,mistral_table,mistral_table,no
4929,"PERFUMARIA, SABOES E VELAS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",13,14,ocr_exact,mistral_table,mistral_table,no
4930,PRODUTOS ALIMENTARES,5,41,26,35,406,175,516,7 240,7 176,9 497,2 257,PRODUTOS ALIMENTARES,13,14,ocr_exact,mistral_table,mistral_table,no
4931,TRES FRONTEIRAS,20,46,32,45,200,182,151,860,817,1 498,638,TRES FRONTERAS,13,14,municipality_1985_lexicon,mistral_table,mistral_table,no
4932,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,5,3,5,14,14,17,16,11,98,82,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,13,14,industry_lexicon,mistral_table,mistral_table,no
4933,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,13,14,ocr_exact,mistral_table,mistral_table,no
4934,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,13,14,ocr_exact,mistral_table,mistral_table,no
4935,PRODUTOS ALIMENTARES,14,31,20,30,125,113,94,641,616,1 043,402,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4936,TUPÁ,138,1 178,813,1 076,11 558,6 491,23 623,183 259,181 008,234 739,51 480,TUPA,15,16,ocr_exact,mistral_table,mistral_table,no
4937,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,21,88,63,74,638,489,417,660,584,2 460,1 800,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,15,16,industry_lexicon,mistral_table,mistral_table,no
4938,METALURGICA,9,48,35,42,344,221,335,1 378,1 336,2 579,1 201,METALURGICA,15,16,ocr_exact,mistral_table,mistral_table,no
4939,MECANICA,4,31,24,25,361,120,292,1 391,1 361,2 412,1 021,MELANICA,15,16,industry_lexicon,mistral_table,mistral_table,no
4940,MATERIAL DE TRANSPORTE,6,55,41,49,670,930,673,1 223,1 139,3 135,1 912,MATERIAL DE TRANSPORTE,15,16,ocr_exact,mistral_table,mistral_table,no
4941,MADEIRA,9,74,53,64,706,293,622,623,576,2 194,1 571,MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
4942,MOBILIARIO,12,64,54,60,334,286,267,893,864,1 934,1 041,MOBILIARIO,15,16,ocr_exact,mistral_table,mistral_table,no
4943,PAPEL E PAPELAO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PAPEL E PAPELKO,15,16,municipality_1985_lexicon,mistral_table,mistral_table,no
4944,BORRACHA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BORRACHA,15,16,ocr_exact,mistral_table,mistral_table,no
4945,"COUROS E PELES, ARTEFATOS PARA VIAGEM",3,65,51,58,426,206,538,2 440,2 412,5 118,2 678,"COUROS E PELES, ARTEFATOS PAPA VIADEM",15,16,industry_lexicon,mistral_table,mistral_table,no
4946,QUIMICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),QUIMICA,15,16,ocr_exact,mistral_table,mistral_table,no
4947,"PERFUMARIA, SABOES E VELAS",3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"PERFUMARIA, SABOES E VELAS",15,16,ocr_exact,mistral_table,mistral_table,no
4948,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",9,72,50,60,527,372,440,2 765,2 743,4 228,1 463,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",15,16,ocr_exact,mistral_table,mistral_table,no
4949,PRODUTOS ALIMENTARES,46,521,321,505,6 396,3 135,18 734,157 438,155 817,186 456,29 018,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4950,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,15,16,ocr_exact,mistral_table,mistral_table,no
4951,EDITORIAL E GRAFICA,10,70,47,62,496,312,670,609,578,2 161,1 552,EDITORIAL E GRAFICA,15,16,ocr_exact,mistral_table,mistral_table,no
4952,DIVERSAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),DIVERSAS,15,16,ocr_exact,mistral_table,mistral_table,no
4953,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,15,16,industry_lexicon,mistral_table,mistral_table,no
4954,TUPI PAULISTA,40,212,134,212,2 301,1 185,10 412,105 647,105 235,124 511,18 864,TUPI PAULISTA,15,16,ocr_exact,mistral_table,mistral_table,no
4955,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,15,16,industry_lexicon,mistral_table,mistral_table,no
4956,METALURGICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,15,16,ocr_exact,mistral_table,mistral_table,no
4957,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,15,16,ocr_exact,mistral_table,mistral_table,no
4958,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
4959,MOBILIARIO,3,27,21,24,173,121,215,808,799,1 404,596,MOBILIARIO,15,16,ocr_exact,mistral_table,mistral_table,no
4960,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",3,9,5,8,20,12,59,84,78,220,136,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",15,16,ocr_exact,mistral_table,mistral_table,no
4961,PRODUTOS ALIMENTARES,25,128,74,131,1 761,808,9 698,103 884,103 534,121 357,17 473,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4962,BEBIDAS,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,15,16,ocr_exact,mistral_table,mistral_table,no
4963,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,15,16,ocr_exact,mistral_table,mistral_table,no
4964,TURIUBA,10,23,14,22,99,86,117,5 239,5 143,5 753,514,TURIUBA,15,16,ocr_exact,mistral_table,mistral_table,no
4965,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
4966,PRODUTOS ALIMENTARES,8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4967,TURMALINA,6,7,7,7,43,43,50,1 019,1 006,1 238,219,TURMALINA,15,16,ocr_exact,mistral_table,mistral_table,no
4968,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,15,16,ocr_exact,mistral_table,mistral_table,no
4969,PRODUTOS ALIMENTARES,5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4970,UBATUBA,57,465,358,416,4 722,3 585,4 862,13 280,12 645,25 830,12 550,UBATUBA,15,16,ocr_exact,mistral_table,mistral_table,no
4971,EXTRACAO DE MINERAIS,16,144,122,130,2 031,1 752,1 757,335,181,4 969,4 634,EXTRACAO DE MINERAIS,15,16,ocr_exact,mistral_table,mistral_table,no
4972,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,12,81,62,67,483,347,659,2 514,2 484,4 308,1 794,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,15,16,industry_lexicon,mistral_table,mistral_table,no
4973,METALURGICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),METALURGICA,15,16,ocr_exact,mistral_table,mistral_table,no
4974,MATERIAL DE TRANSPORTE,5,13,10,12,126,108,127,437,433,868,431,MATERIAL DE TRANSPORTE,15,16,ocr_exact,mistral_table,mistral_table,no
4975,MADEIRA,5,15,11,12,73,73,104,269,295,605,336,MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
4976,MOBILIARIO,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,15,16,ocr_exact,mistral_table,mistral_table,no
4977,PRODUTOS ALIMENTARES,16,200,146,183,1 914,1 239,2 171,9 601,9 173,14 751,5 150,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4978,BEBIDAS,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),BEBIDAS,15,16,ocr_exact,mistral_table,mistral_table,no
4979,UBIRAJARA,8,(X),(X),(X),(X),(X),(X),(X),231,(X),(X),UBIRAJARA,15,16,scan_verified_override,mistral_table,mistral_table,no
4980,MADEIRA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
4981,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",15,16,ocr_exact,mistral_table,mistral_table,no
4982,PRODUTOS ALIMENTARES,5,6,5,6,41,21,10,110,108,170,60,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4983,UCHOA,13,60,33,60,231,150,462,1 428,1 338,2 315,887,UCHOA,15,16,ocr_exact,mistral_table,mistral_table,no
4984,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,12,7,12,27,27,18,16,10,157,141,TRANSFORMACAO DE PRODUTOS DE MINERAIS NRO METALICOS,15,16,industry_lexicon,mistral_table,mistral_table,no
4985,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),MATERIAL DE TRANSPORTE,15,16,ocr_exact,mistral_table,mistral_table,no
4986,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,15,16,ocr_exact,mistral_table,mistral_table,no
4987,PRODUTOS ALIMENTARES,5,30,13,29,99,54,188,486,435,806,320,PRODUTOS ALIMENTARES,15,16,ocr_exact,mistral_table,mistral_table,no
4988,EDITORIAL E GRAFICA,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,17,18,ocr_exact,mistral_page_text,mistral_table,no
4989,ATIVIDADES DE APOIO E DE SERVICOS DE CARATER INDUSTRIAL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),ATIVIDADES DE APOIO E DE SERVICOS DE CARA-TER INDUSTRIAL,17,18,industry_lexicon,mistral_page_text,mistral_table,no
4990,UNIAO PAULISTA,2,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),UNIXO PAULISTA,17,18,scan_verified_override,mistral_page_text,mistral_table,no
4991,PRODUTOS ALIMENTARES,2,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_page_text,mistral_table,no
4992,URANIA,35,133,84,138,1 214,679,1 419,21 459,21 285,29 983,8 524,URANIA,17,18,ocr_exact,mistral_page_text,mistral_table,no
4993,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,3,14,11,13,73,73,27,139,134,262,123,TRANSFORMACAO DE PRODUTOS DE MINERAIS NAO METALICOS,17,18,ocr_exact,mistral_page_text,mistral_table,no
4994,MATERIAL DE TRANSPORTE,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MATERIAL DE TRANSPORTE,17,18,ocr_exact,mistral_page_text,mistral_table,no
4995,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,17,18,ocr_exact,mistral_page_text,mistral_table,no
4996,MOBILIARIO,3,30,21,20,206,90,122,760,750,1 273,513,MOBILIARIO,17,18,ocr_exact,mistral_page_text,mistral_table,no
4997,TEXTIL,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),TEXTIL,17,18,ocr_exact,mistral_page_text,mistral_table,no
4998,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",17,18,ocr_exact,mistral_page_text,mistral_table,no
4999,PRODUTOS ALIMENTARES,25,51,29,57,218,184,348,10 247,10 151,14 446,4 199,PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_page_text,mistral_table,no
5000,URU,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),URU,17,18,ocr_exact,mistral_page_text,mistral_table,no
5001,PRODUTOS ALIMENTARES,1,(X),(X),(X),(X),(X),(X),(X),-,(X),(X),PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_page_text,mistral_table,no
5002,URUPES,25,44,28,42,237,198,2 585,24 598,24 465,40 351,15 753,URUPES,17,18,ocr_exact,mistral_page_text,mistral_table,no
5003,MADEIRA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MADEIRA,17,18,ocr_exact,mistral_page_text,mistral_table,no
5004,MOBILIARIO,2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),MOBILIARIO,17,18,ocr_exact,mistral_page_text,mistral_table,no
5005,"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),"VESTUARIO, CALCADOS E ARTEFATOS DE TECIDOS",17,18,ocr_exact,mistral_page_text,mistral_table,no
5006,PRODUTOS ALIMENTARES,20,37,26,35,196,162,2 513,24 501,24 375,40 072,15 571,PRODUTOS ALIMENTARES,17,18,ocr_exact,mistral_page_text,mistral_table,no
5007,EDITORIAL E GRAFICA,1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),EDITORIAL E GRAFICA,17,18,ocr_exact,mistral_page_text,mistral_table,no
5008,VALENTIM GENTIL,15,(X),(X),(X),(X),(X),(X),(X),1 269,(X),(X),VALENTIM GENTIL,17,18,ocr_exact,mistral_page_text,mistral_table,no
